UF,Municipio,RDPC
Paraíba,CAMPINA GRANDE,630.03
Paraíba,CAPIM,203.67
Paraíba,CARAÚBAS,296.38
Paraíba,CARRAPATEIRA,214.54
Paraíba,CASSERENGUE,171.37
Paraíba,CATINGUEIRA,249.16
Paraíba,CATOLÉ DO ROCHA,371.92
Paraíba,CATURITÉ,371.05
Paraíba,CONCEIÇÃO,290.63
Paraíba,CONDADO,282.25
Paraíba,CONDE,316.81
Paraíba,CONGO,263.84
Paraíba,COREMAS,291.3
Paraíba,COXIXOLA,306.15
Paraíba,CRUZ DO ESPÍRITO SANTO,217.47
Paraíba,CUBATI,237.71
Paraíba,CUITÉ,284.57
Paraíba,CUITEGI,265.78
Paraíba,CUITÉ DE MAMANGUAPE,214.92
Paraíba,CURRAL DE CIMA,214.4
Paraíba,CURRAL VELHO,362.28
Paraíba,DAMIÃO,182.89
Paraíba,DESTERRO,247.16
Paraíba,VISTA SERRANA,251.49
Paraíba,DIAMANTE,264.08
Paraíba,DONA INÊS,208.12
Paraíba,DUAS ESTRADAS,269.85
Paraíba,EMAS,251.41
Paraíba,ESPERANÇA,330.66
Paraíba,FAGUNDES,235.02
Paraíba,FREI MARTINHO,405.38
Paraíba,GADO BRAVO,170.29
Paraíba,GUARABIRA,430.83
Paraíba,GURINHÉM,235.88
Paraíba,GURJÃO,288.53
Paraíba,IBIARA,242.08
Paraíba,IMACULADA,208.83
Paraíba,INGÁ,282.85
Paraíba,ITABAIANA,319.34
Paraíba,ITAPORANGA,349.02
Paraíba,ITAPOROROCA,235.44
Paraíba,ITATUBA,244.16
Paraíba,JACARAÚ,250.76
Paraíba,JERICÓ,290.17
Paraíba,JOÃO PESSOA,964.82
Paraíba,JUAREZ TÁVORA,236.56
Paraíba,JUAZEIRINHO,255.68
Paraíba,JUNCO DO SERIDÓ,280.15
Paraíba,JURIPIRANGA,235.6
Paraíba,JURU,247.78
Paraíba,LAGOA,219.92
Paraíba,LAGOA DE DENTRO,228.8
Paraíba,LAGOA SECA,380.73
Paraíba,LASTRO,219.67
Paraíba,LIVRAMENTO,207.73
Paraíba,LOGRADOURO,236.33
Paraíba,LUCENA,289.29
Paraíba,MÃE D'ÁGUA,202.88
Paraíba,MALTA,378.53
Paraíba,MAMANGUAPE,305.46
Paraíba,MANAÍRA,225.93
Paraíba,MARCAÇÃO,209.46
Paraíba,MARI,250.22
Paraíba,MARIZÓPOLIS,299.15
Paraíba,MASSARANDUBA,247.98
Paraíba,MATARACA,219.95
Paraíba,MATINHAS,217.6
Paraíba,MATO GROSSO,271.56
Paraíba,MATURÉIA,230.63
Paraíba,MOGEIRO,227.05
Paraíba,MONTADAS,238.17
Paraíba,MONTE HOREBE,292.96
Paraíba,MONTEIRO,392.05
Paraíba,MULUNGU,242.9
Paraíba,NATUBA,198.68
Paraíba,NAZAREZINHO,213.53
Paraíba,NOVA FLORESTA,287.45
Paraíba,NOVA OLINDA,255.69
Paraíba,NOVA PALMEIRA,272.29
Paraíba,OLHO D'ÁGUA,220.96
Paraíba,OLIVEDOS,217.32
Paraíba,OURO VELHO,305.23
Paraíba,PARARI,300.27
Paraíba,PASSAGEM,270.29
Paraíba,PATOS,508.52
Paraíba,PAULISTA,308.48
Paraíba,PEDRA BRANCA,219.29
Paraíba,PEDRA LAVRADA,267.79
Paraíba,PEDRAS DE FOGO,273.39
Paraíba,PIANCÓ,321.21
Paraíba,PICUÍ,326.53
Paraíba,PILAR,236.08
Paraíba,PILÕES,259
Paraíba,PILÕEZINHOS,218.98
Paraíba,PIRPIRITUBA,270.98
Paraíba,PITIMBU,227.76
Paraíba,POCINHOS,253.75
Paraíba,POÇO DANTAS,186.82
Paraíba,POÇO DE JOSÉ DE MOURA,291.18
Paraíba,POMBAL,401.6
Paraíba,PRATA,271.47
Paraíba,PRINCESA ISABEL,334.74
Paraíba,PUXINANÃ,283.93
Paraíba,QUEIMADAS,292.5
Paraíba,QUIXABÁ,267.39
Paraíba,REMÍGIO,319.14
Paraíba,PEDRO RÉGIS,215.39
Paraíba,RIACHÃO,197.04
Paraíba,RIACHÃO DO BACAMARTE,262.31
Paraíba,RIACHÃO DO POÇO,225.44
Paraíba,RIACHO DE SANTO ANTÔNIO,275.73
Paraíba,RIACHO DOS CAVALOS,239.15
Paraíba,RIO TINTO,264.5
Paraíba,SALGADINHO,217.39
Paraíba,SALGADO DE SÃO FÉLIX,217.45
Paraíba,SANTA CECÍLIA,197.49
Paraíba,SANTA CRUZ,291.16
Paraíba,SANTA HELENA,277.52
Paraíba,SANTA INÊS,229.72
Paraíba,SANTA LUZIA,379.3
Paraíba,SANTANA DE MANGUEIRA,166.28
Paraíba,SANTANA DOS GARROTES,274.26
Paraíba,SANTARÉM,249.67
Paraíba,SANTA RITA,328.16
Paraíba,SANTA TERESINHA,306.95
Paraíba,SANTO ANDRÉ,273.72
Paraíba,SÃO BENTO,328.99
Paraíba,SÃO BENTINHO,286.99
Paraíba,SÃO DOMINGOS DO CARIRI,341.56
Paraíba,SÃO DOMINGOS,253.36
Paraíba,SÃO FRANCISCO,261.15
Paraíba,SÃO JOÃO DO CARIRI,373.55
Paraíba,SÃO JOÃO DO TIGRE,207.42
Paraíba,SÃO JOSÉ DA LAGOA TAPADA,216.66
Paraíba,SÃO JOSÉ DE CAIANA,238.28
Paraíba,SÃO JOSÉ DE ESPINHARAS,234.08
Paraíba,SÃO JOSÉ DOS RAMOS,212.12
Paraíba,SÃO JOSÉ DE PIRANHAS,321.53
Paraíba,SÃO JOSÉ DE PRINCESA,221.16
Paraíba,SÃO JOSÉ DO BONFIM,244.14
Paraíba,SÃO JOSÉ DO BREJO DO CRUZ,223.11
Paraíba,SÃO JOSÉ DO SABUGI,302.36
Paraíba,SÃO JOSÉ DOS CORDEIROS,233.71
Paraíba,SÃO MAMEDE,371.01
Paraíba,SÃO MIGUEL DE TAIPU,198.63
Paraíba,SÃO SEBASTIÃO DE LAGOA DE ROÇA,262.87
Paraíba,SÃO SEBASTIÃO DO UMBUZEIRO,263.04
Paraíba,SAPÉ,266.29
Paraíba,SERIDÓ,214.38
Paraíba,SERRA BRANCA,330.05
Paraíba,SERRA DA RAIZ,278.22
Paraíba,SERRA GRANDE,244.05
Paraíba,SERRA REDONDA,268.53
Paraíba,SERRARIA,224.2
Paraíba,SERTÃOZINHO,252.11
Paraíba,SOBRADO,210.08
Paraíba,SOLÂNEA,318.38
Paraíba,SOLEDADE,330.05
Paraíba,SOSSÊGO,218.2
Paraíba,SOUSA,443.81
Paraíba,SUMÉ,339.68
Paraíba,TACIMA,195.07
Paraíba,TAPEROÁ,267.88
Paraíba,TAVARES,260.75
Paraíba,TEIXEIRA,271.44
Paraíba,TENÓRIO,269.63
Paraíba,TRIUNFO,292.24
Paraíba,UIRAÚNA,361.37
Paraíba,UMBUZEIRO,237.25
Paraíba,VÁRZEA,377.4
Paraíba,VIEIRÓPOLIS,226.49
Paraíba,ZABELÊ,272.94
Pernambuco,ABREU E LIMA,390.4
Pernambuco,AFOGADOS DA INGAZEIRA,386.56
Pernambuco,AFRÂNIO,233.59
Pernambuco,AGRESTINA,297.02
Pernambuco,ÁGUA PRETA,195.47
Pernambuco,ÁGUAS BELAS,239.3
Pernambuco,ALAGOINHA,275.5
Pernambuco,ALIANÇA,269.86
Pernambuco,ALTINHO,259.21
Pernambuco,AMARAJI,286.59
Pernambuco,ANGELIM,253.26
Pernambuco,ARAÇOIABA,236.1
Pernambuco,ARARIPINA,324.01
Pernambuco,ARCOVERDE,469.53
Pernambuco,BARRA DE GUABIRABA,257.4
Pernambuco,BARREIROS,263.2
Pernambuco,BELÉM DE MARIA,226.82
Pernambuco,BELÉM DO SÃO FRANCISCO,357.77
Pernambuco,BELO JARDIM,372.93
Pernambuco,BETÂNIA,220.19
Pernambuco,BEZERROS,351.75
Pernambuco,BODOCÓ,234.36
Pernambuco,BOM CONSELHO,305.57
Pernambuco,BOM JARDIM,248.98
Pernambuco,BONITO,258.52
Pernambuco,BREJÃO,230.85
Pernambuco,BREJINHO,266.21
Pernambuco,BREJO DA MADRE DE DEUS,296.7
Pernambuco,BUENOS AIRES,254.03
Pernambuco,BUÍQUE,176.76
Pernambuco,CABO DE SANTO AGOSTINHO,467.07
Pernambuco,CABROBÓ,298.14
Pernambuco,CACHOEIRINHA,308.18
Pernambuco,CAETÉS,176.77
Pernambuco,CALÇADO,215.47
Pernambuco,CALUMBI,272.66
Pernambuco,CAMARAGIBE,473.78
Pernambuco,CAMOCIM DE SÃO FÉLIX,305.53
Pernambuco,CAMUTANGA,278.04
Pernambuco,CANHOTINHO,234.75
Pernambuco,CAPOEIRAS,215.71
Pernambuco,CARNAÍBA,229.87
Pernambuco,CARNAUBEIRA DA PENHA,170.02
Pernambuco,CARPINA,403.76
Pernambuco,CARUARU,553.99
Pernambuco,CASINHAS,200.83
Pernambuco,CATENDE,292.74
Pernambuco,CEDRO,269.64
Pernambuco,CHÃ DE ALEGRIA,239.04
Pernambuco,CHÃ GRANDE,341.34
Pernambuco,CONDADO,297.68
Pernambuco,CORRENTES,247.2
Pernambuco,CORTÊS,232.22
Pernambuco,CUMARU,249.32
Pernambuco,CUPIRA,336.81
Pernambuco,CUSTÓDIA,350
Pernambuco,DORMENTES,257.72
Pernambuco,ESCADA,322.46
Pernambuco,EXU,234.83
Pernambuco,FEIRA NOVA,296.5
Pernambuco,FERNANDO DE NORONHA,1034.14
Pernambuco,FERREIROS,311.83
Pernambuco,FLORES,236.31
Pernambuco,FLORESTA,310.39
Pernambuco,FREI MIGUELINHO,286.08
Pernambuco,GAMELEIRA,231.5
Pernambuco,GARANHUNS,492.44
Pernambuco,GLÓRIA DO GOITÁ,278.33
Pernambuco,GOIANA,364.77
Pernambuco,GRANITO,234.9
Pernambuco,GRAVATÁ,402.96
Pernambuco,IATI,200.95
Pernambuco,IBIMIRIM,220.98
Pernambuco,IBIRAJUBA,238.23
Pernambuco,IGARASSU,384.1
Pernambuco,IGUARACI,295.88
Pernambuco,INAJÁ,182.73
Pernambuco,INGAZEIRA,286.41
Pernambuco,IPOJUCA,362.68
Pernambuco,IPUBI,231.47
Pernambuco,ITACURUBA,271.71
Pernambuco,ITAÍBA,218.32
Pernambuco,ILHA DE ITAMARACÁ,394.85
Pernambuco,ITAMBÉ,271
Pernambuco,ITAPETIM,331.14
Pernambuco,ITAPISSUMA,312.47
Pernambuco,ITAQUITINGA,251.09
Pernambuco,JABOATÃO DOS GUARARAPES,593.9
Pernambuco,JAQUEIRA,256.76
Pernambuco,JATAÚBA,244.26
Pernambuco,JATOBÁ,342.33
Pernambuco,JOÃO ALFREDO,276.15
Pernambuco,JOAQUIM NABUCO,263.01
Pernambuco,JUCATI,232.08
Pernambuco,JUPI,260.42
Pernambuco,JUREMA,206.22
Pernambuco,LAGOA DO CARRO,271.36
Pernambuco,LAGOA DE ITAENGA,252.8
Pernambuco,LAGOA DO OURO,224.13
Pernambuco,LAGOA DOS GATOS,253.4
Pernambuco,LAGOA GRANDE,296.99
Pernambuco,LAJEDO,333.52
Pernambuco,LIMOEIRO,398.37
Pernambuco,MACAPARANA,278.93
Pernambuco,MACHADOS,231.75
Pernambuco,MANARI,155.49
Pernambuco,MARAIAL,232.31
Pernambuco,MIRANDIBA,193.86
Pernambuco,MORENO,356.7
Pernambuco,NAZARÉ DA MATA,351.46
Pernambuco,OLINDA,640.13
Pernambuco,OROBÓ,237.64
Pernambuco,OROCÓ,224.41
Pernambuco,OURICURI,291.75
Pernambuco,PALMARES,311.09
Pernambuco,PALMEIRINA,251.44
Pernambuco,PANELAS,238.61
Pernambuco,PARANATAMA,213.74
Pernambuco,PARNAMIRIM,255.27
Pernambuco,PASSIRA,259.04
Pernambuco,PAUDALHO,360.06
Pernambuco,PAULISTA,528.04
Pernambuco,PEDRA,244.48
Pernambuco,PESQUEIRA,329.16
Pernambuco,PETROLÂNDIA,344.04
Pernambuco,PETROLINA,605.06
Pernambuco,POÇÃO,233.91
Pernambuco,POMBOS,302.97
Pernambuco,PRIMAVERA,281.27
Pernambuco,QUIPAPÁ,215.92
Pernambuco,QUIXABA,216.87
Pernambuco,RECIFE,1144.26
Pernambuco,RIACHO DAS ALMAS,306.61
Pernambuco,RIBEIRÃO,324.47
Pernambuco,RIO FORMOSO,264.16
Pernambuco,SAIRÉ,297.91
Pernambuco,SALGADINHO,198.91
Pernambuco,SALGUEIRO,441.79
Pernambuco,SALOÁ,259.1
Pernambuco,SANHARÓ,267.58
Pernambuco,SANTA CRUZ,206.07
Pernambuco,SANTA CRUZ DA BAIXA VERDE,256.26
Pernambuco,SANTA CRUZ DO CAPIBARIBE,507.05
Pernambuco,SANTA FILOMENA,175.48
Pernambuco,SANTA MARIA DA BOA VISTA,267.86
Pernambuco,SANTA MARIA DO CAMBUCÁ,279.1
Pernambuco,SANTA TEREZINHA,229.83
Pernambuco,SÃO BENEDITO DO SUL,178.27
Pernambuco,SÃO BENTO DO UNA,319.47
Pernambuco,SÃO CAITANO,300.16
Pernambuco,SÃO JOÃO,269.44
Pernambuco,SÃO JOAQUIM DO MONTE,244.22
Pernambuco,SÃO JOSÉ DA COROA GRANDE,304.5
Pernambuco,SÃO JOSÉ DO BELMONTE,275.14
Pernambuco,SÃO JOSÉ DO EGITO,338.9
Pernambuco,SÃO LOURENÇO DA MATA,364.43
Pernambuco,SÃO VICENTE FERRER,257.47
Pernambuco,SERRA TALHADA,407.34
Pernambuco,SERRITA,233.56
Pernambuco,SERTÂNIA,337.53
Pernambuco,SIRINHAÉM,273.75
Pernambuco,MOREILÂNDIA,206.11
Pernambuco,SOLIDÃO,240.64
Pernambuco,SURUBIM,372.11
Pernambuco,TABIRA,278.14
Pernambuco,TACAIMBÓ,225.21
Pernambuco,TACARATU,205.06
Pernambuco,TAMANDARÉ,301.15
Pernambuco,TAQUARITINGA DO NORTE,419.74
Pernambuco,TEREZINHA,225.28
Pernambuco,TERRA NOVA,237.89
Pernambuco,TIMBAÚBA,318.8
Pernambuco,TORITAMA,470.44
Pernambuco,TRACUNHAÉM,272.81
Pernambuco,TRINDADE,338.39
Pernambuco,TRIUNFO,389.44
Pernambuco,TUPANATINGA,172.52
Pernambuco,TUPARETAMA,360.29
Pernambuco,VENTUROSA,276.94
Pernambuco,VERDEJANTE,260.66
Pernambuco,VERTENTE DO LÉRIO,219.88
Pernambuco,VERTENTES,337.92
Pernambuco,VICÊNCIA,246.44
Pernambuco,VITÓRIA DE SANTO ANTÃO,401.16
Pernambuco,XEXÉU,243.39
Alagoas,ÁGUA BRANCA,213
Alagoas,ANADIA,239.53
Alagoas,ARAPIRACA,423.28
Alagoas,ATALAIA,237.33
Alagoas,BARRA DE SANTO ANTÔNIO,247.81
Alagoas,BARRA DE SÃO MIGUEL,422.78
Alagoas,BATALHA,265.62
Alagoas,BELÉM,309.5
Alagoas,BELO MONTE,187.77
Alagoas,BOCA DA MATA,260.2
Alagoas,BRANQUINHA,221.93
Alagoas,CACIMBINHAS,259.72
Alagoas,CAJUEIRO,232.85
Alagoas,CAMPESTRE,245.43
Alagoas,CAMPO ALEGRE,217.72
Alagoas,CAMPO GRANDE,181.54
Alagoas,CANAPI,183.83
Alagoas,CAPELA,251.36
Alagoas,CARNEIROS,199.58
Alagoas,CHÃ PRETA,226.6
Alagoas,COITÉ DO NÓIA,203.15
Alagoas,COLÔNIA LEOPOLDINA,242.28
Alagoas,COQUEIRO SECO,299.47
Alagoas,CORURIPE,315.85
Alagoas,CRAÍBAS,199.54
Alagoas,DELMIRO GOUVEIA,332.13
Alagoas,DOIS RIACHOS,194.81
Alagoas,ESTRELA DE ALAGOAS,196.92
Alagoas,FEIRA GRANDE,193.07
Alagoas,FELIZ DESERTO,245.49
Alagoas,FLEXEIRAS,213.44
Alagoas,GIRAU DO PONCIANO,177.55
Alagoas,IBATEGUARA,199.68
Alagoas,IGACI,241.17
Alagoas,IGREJA NOVA,254.34
Alagoas,INHAPI,180.64
Alagoas,JACARÉ DOS HOMENS,235.11
Alagoas,JACUÍPE,219.52
Alagoas,JAPARATINGA,260.92
Alagoas,JARAMATAIA,219.1
Alagoas,JEQUIÁ DA PRAIA,199.39
Alagoas,JOAQUIM GOMES,190.23
Alagoas,JUNDIÁ,282.87
Alagoas,JUNQUEIRO,306.96
Alagoas,LAGOA DA CANOA,231.56
Alagoas,LIMOEIRO DE ANADIA,285.98
Alagoas,MACEIÓ,792.54
Alagoas,MAJOR ISIDORO,270.04
Alagoas,MARAGOGI,253.86
Alagoas,MARAVILHA,229.39
Alagoas,MARECHAL DEODORO,431.43
Alagoas,MARIBONDO,297.05
Alagoas,MAR VERMELHO,229.81
Alagoas,MATA GRANDE,186.87
Alagoas,MATRIZ DE CAMARAGIBE,231.82
Alagoas,MESSIAS,256.45
Alagoas,MINADOR DO NEGRÃO,231.37
Alagoas,MONTEIRÓPOLIS,176.62
Alagoas,MURICI,233.16
Alagoas,NOVO LINO,239.75
Alagoas,OLHO D'ÁGUA DAS FLORES,274.46
Alagoas,OLHO D'ÁGUA DO CASADO,211.97
Alagoas,OLHO D'ÁGUA GRANDE,151.62
Alagoas,OLIVENÇA,195.19
Alagoas,OURO BRANCO,227.56
Alagoas,PALESTINA,185.39
Alagoas,PALMEIRA DOS ÍNDIOS,391.37
Alagoas,PÃO DE AÇÚCAR,224.33
Alagoas,PARICONHA,211.13
Alagoas,PARIPUEIRA,324.93
Alagoas,PASSO DE CAMARAGIBE,194.73
Alagoas,PAULO JACINTO,247.2
Alagoas,PENEDO,339.15
Alagoas,PIAÇABUÇU,227.65
Alagoas,PILAR,292.06
Alagoas,PINDOBA,292.88
Alagoas,PIRANHAS,265.96
Alagoas,POÇO DAS TRINCHEIRAS,162.21
Alagoas,PORTO CALVO,257.64
Alagoas,PORTO DE PEDRAS,233.72
Alagoas,PORTO REAL DO COLÉGIO,195.26
Alagoas,QUEBRANGULO,224.78
Alagoas,RIO LARGO,369.11
Alagoas,ROTEIRO,208.84
Alagoas,SANTA LUZIA DO NORTE,295.95
Alagoas,SANTANA DO IPANEMA,293.85
Alagoas,SANTANA DO MUNDAÚ,194.87
Alagoas,SÃO BRÁS,220.92
Alagoas,SÃO JOSÉ DA LAJE,284.02
Alagoas,SÃO JOSÉ DA TAPERA,188.84
Alagoas,SÃO LUÍS DO QUITUNDE,244.85
Alagoas,SÃO MIGUEL DOS CAMPOS,360.82
Alagoas,SÃO MIGUEL DOS MILAGRES,237.78
Alagoas,SÃO SEBASTIÃO,225.84
Alagoas,SATUBA,377.42
Alagoas,SENADOR RUI PALMEIRA,159.61
Alagoas,TANQUE D'ARCA,217.85
Alagoas,TAQUARANA,215.16
Alagoas,TEOTÔNIO VILELA,244.39
Alagoas,TRAIPU,178.79
Alagoas,UNIÃO DOS PALMARES,313.92
Alagoas,VIÇOSA,251.25
Sergipe,AMPARO DE SÃO FRANCISCO,275.32
Sergipe,AQUIDABÃ,282.19
Sergipe,ARACAJU,1052.03
Sergipe,ARAUÁ,245.7
Sergipe,AREIA BRANCA,294.32
Sergipe,BARRA DOS COQUEIROS,448.81
Sergipe,BOQUIM,296.54
Sergipe,BREJO GRANDE,197.69
Sergipe,CAMPO DO BRITO,391.94
Sergipe,CANHOBA,249.3
Sergipe,CANINDÉ DE SÃO FRANCISCO,270.17
Sergipe,CAPELA,326.55
Sergipe,CARIRA,297.74
Sergipe,CARMÓPOLIS,385.16
Sergipe,CEDRO DE SÃO JOÃO,352.53
Sergipe,CRISTINÁPOLIS,229.99
Sergipe,CUMBE,288.67
Sergipe,DIVINA PASTORA,278.62
Sergipe,ESTÂNCIA,395.41
Sergipe,FEIRA NOVA,238.42
Sergipe,FREI PAULO,386.65
Sergipe,GARARU,236.06
Sergipe,GENERAL MAYNARD,354.58
Sergipe,GRACHO CARDOSO,264.86
Sergipe,ILHA DAS FLORES,195.64
Sergipe,INDIAROBA,220.89
Sergipe,ITABAIANA,443.39
Sergipe,ITABAIANINHA,253.22
Sergipe,ITABI,276.77
Sergipe,ITAPORANGA D'AJUDA,242.62
Sergipe,JAPARATUBA,296.93
Sergipe,JAPOATÃ,246.68
Sergipe,LAGARTO,362.8
Sergipe,LARANJEIRAS,313.29
Sergipe,MACAMBIRA,282.4
Sergipe,MALHADA DOS BOIS,261.05
Sergipe,MALHADOR,308.04
Sergipe,MARUIM,314.55
Sergipe,MOITA BONITA,326.89
Sergipe,MONTE ALEGRE DE SERGIPE,229.3
Sergipe,MURIBECA,286.8
Sergipe,NEÓPOLIS,286.69
Sergipe,NOSSA SENHORA APARECIDA,289.16
Sergipe,NOSSA SENHORA DA GLÓRIA,316.84
Sergipe,NOSSA SENHORA DAS DORES,294.53
Sergipe,NOSSA SENHORA DE LOURDES,261.29
Sergipe,NOSSA SENHORA DO SOCORRO,379.98
Sergipe,PACATUBA,195.47
Sergipe,PEDRA MOLE,332.75
Sergipe,PEDRINHAS,273.91
Sergipe,PINHÃO,295.24
Sergipe,PIRAMBU,257.65
Sergipe,POÇO REDONDO,202.24
Sergipe,POÇO VERDE,266.56
Sergipe,PORTO DA FOLHA,226.66
Sergipe,PROPRIÁ,400.35
Sergipe,RIACHÃO DO DANTAS,212.37
Sergipe,RIACHUELO,317.28
Sergipe,RIBEIRÓPOLIS,357.17
Sergipe,ROSÁRIO DO CATETE,341.06
Sergipe,SALGADO,311.33
Sergipe,SANTA LUZIA DO ITANHY,194.24
Sergipe,SANTANA DO SÃO FRANCISCO,236.25
Sergipe,SANTA ROSA DE LIMA,213.07
Sergipe,SANTO AMARO DAS BROTAS,362.46
Sergipe,SÃO CRISTÓVÃO,388.36
Sergipe,SÃO DOMINGOS,281.44
Sergipe,SÃO FRANCISCO,267.3
Sergipe,SÃO MIGUEL DO ALEIXO,279.25
Sergipe,SIMÃO DIAS,293.99
Sergipe,SIRIRI,268.51
Sergipe,TELHA,268.17
Sergipe,TOBIAS BARRETO,353.87
Sergipe,TOMAR DO GERU,203.09
Sergipe,UMBAÚBA,272.53
Bahia,ABAÍRA,290.53
Bahia,ABARÉ,220.16
Bahia,ACAJUTIBA,260.46
Bahia,ADUSTINA,211.37
Bahia,ÁGUA FRIA,215.12
Bahia,ÉRICO CARDOSO,258.28
Bahia,AIQUARA,283.24
Bahia,ALAGOINHAS,553.17
Bahia,ALCOBAÇA,357.99
Bahia,ALMADINA,265.39
Bahia,AMARGOSA,369.84
Bahia,AMÉLIA RODRIGUES,354.66
Bahia,AMÉRICA DOURADA,186.1
Bahia,ANAGÉ,243.52
Bahia,ANDARAÍ,230.36
Bahia,ANDORINHA,305.81
Bahia,ANGICAL,266.89
Bahia,ANGUERA,269
Bahia,ANTAS,283.59
Bahia,ANTÔNIO CARDOSO,236.86
Bahia,ANTÔNIO GONÇALVES,295.7
Bahia,APORÁ,199.04
Bahia,APUAREMA,252.3
Bahia,ARACATU,316.6
Bahia,ARAÇAS,230.75
Bahia,ARACI,221.98
Bahia,ARAMARI,274.61
Bahia,ARATACA,256.14
Bahia,ARATUÍPE,278.23
Bahia,AURELINO LEAL,253.19
Bahia,BAIANÓPOLIS,235.05
Bahia,BAIXA GRANDE,243.98
Bahia,BANZAÊ,228.54
Bahia,BARRA,183.03
Bahia,BARRA DA ESTIVA,270.66
Bahia,BARRA DO CHOÇA,266.13
Bahia,BARRA DO MENDES,292.41
Bahia,BARRA DO ROCHA,304.56
Bahia,BARREIRAS,602.82
Bahia,BARRO ALTO,247.32
Bahia,BARROCAS,284.41
Bahia,BARRO PRETO,287.6
Bahia,BELMONTE,289.9
Bahia,BELO CAMPO,263.52
Bahia,BIRITINGA,209.37
Bahia,BOA NOVA,223.48
Bahia,BOA VISTA DO TUPIM,195.71
Bahia,BOM JESUS DA LAPA,367.62
Bahia,BOM JESUS DA SERRA,223.19
Bahia,BONINAL,267.7
Bahia,BONITO,249
Bahia,BOQUIRA,266.71
Bahia,BOTUPORÃ,235.16
Bahia,BREJÕES,261.14
Bahia,BREJOLÂNDIA,221.22
Bahia,BROTAS DE MACAÚBAS,247.49
Bahia,BRUMADO,403.22
Bahia,BUERAREMA,343.23
Bahia,BURITIRAMA,184.53
Bahia,CAATIBA,293.78
Bahia,CABACEIRAS DO PARAGUAÇU,209.45
Bahia,CACHOEIRA,368.11
Bahia,CACULÉ,382.15
Bahia,CAÉM,223.48
Bahia,CAETANOS,224.38
Bahia,CAETITÉ,405.31
Bahia,CAFARNAUM,251.31
Bahia,CAIRU,334.19
Bahia,CALDEIRÃO GRANDE,211.26
Bahia,CAMACAN,351.84
Bahia,CAMAÇARI,553.18
Bahia,CAMAMU,264.63
Bahia,CAMPO ALEGRE DE LOURDES,199.01
Bahia,CAMPO FORMOSO,270.05
Bahia,CANÁPOLIS,217.86
Bahia,CANARANA,252.39
Bahia,CANAVIEIRAS,325.61
Bahia,CANDEAL,251.54
Bahia,CANDEIAS,462.57
Bahia,CANDIBA,290.99
Bahia,CÂNDIDO SALES,268.57
Bahia,CANSANÇÃO,216.24
Bahia,CANUDOS,251.59
Bahia,CAPELA DO ALTO ALEGRE,299.05
Bahia,CAPIM GROSSO,378.85
Bahia,CARAÍBAS,277.97
Bahia,CARAVELAS,394.43
Bahia,CARDEAL DA SILVA,207.42
Bahia,CARINHANHA,209.51
Bahia,CASA NOVA,289.24
Bahia,CASTRO ALVES,316.1
Bahia,CATOLÂNDIA,251.21
Bahia,CATU,486.05
Bahia,CATURAMA,234.88
Bahia,CENTRAL,231.1
Bahia,CHORROCHÓ,248.5
Bahia,CÍCERO DANTAS,315.19
Bahia,CIPÓ,312.03
Bahia,COARACI,366.33
Bahia,COCOS,258.27
Bahia,CONCEIÇÃO DA FEIRA,348.39
Bahia,CONCEIÇÃO DO ALMEIDA,290.98
Bahia,CONCEIÇÃO DO COITÉ,309.61
Bahia,CONCEIÇÃO DO JACUÍPE,403.18
Bahia,CONDE,246.81
Bahia,CONDEÚBA,260.07
Bahia,CONTENDAS DO SINCORÁ,293.12
Bahia,CORAÇÃO DE MARIA,257.21
Bahia,CORDEIROS,263.24
Bahia,CORIBE,237.03
Bahia,CORONEL JOÃO SÁ,238.18
Bahia,CORRENTINA,285.96
Bahia,COTEGIPE,237.5
Bahia,CRAVOLÂNDIA,259.87
Bahia,CRISÓPOLIS,232.6
Bahia,CRISTÓPOLIS,239.23
Bahia,CRUZ DAS ALMAS,481.8
Bahia,CURAÇÁ,236.77
Bahia,DÁRIO MEIRA,206.16
Bahia,DIAS D'ÁVILA,460.6
Bahia,DOM BASÍLIO,240.83
Bahia,DOM MACEDO COSTA,329.93
Bahia,ELÍSIO MEDRADO,315.04
Bahia,ENCRUZILHADA,220
Bahia,ENTRE RIOS,338.53
Bahia,ESPLANADA,312.58
Bahia,EUCLIDES DA CUNHA,269.58
Bahia,EUNÁPOLIS,575.44
Bahia,FÁTIMA,250.6
Bahia,FEIRA DA MATA,212.22
Bahia,FEIRA DE SANTANA,662.24
Bahia,FILADÉLFIA,250.08
Bahia,FIRMINO ALVES,325.51
Bahia,FLORESTA AZUL,242.04
Bahia,FORMOSA DO RIO PRETO,287.94
Bahia,GANDU,442.37
Bahia,GAVIÃO,271.53
Bahia,GENTIO DO OURO,207.35
Bahia,GLÓRIA,266.14
Bahia,GONGOGI,234.7
Bahia,GOVERNADOR MANGABEIRA,322.02
Bahia,GUAJERU,241.69
Bahia,GUANAMBI,496.05
Bahia,GUARATINGA,258.74
Bahia,HELIÓPOLIS,241.36
Bahia,IAÇU,311.24
Bahia,IBIASSUCÊ,350.98
Bahia,IBICARAÍ,354.75
Bahia,IBICOARA,300.89
Bahia,IBICUÍ,307.49
Bahia,IBIPEBA,290.82
Bahia,IBIPITANGA,249.32
Bahia,IBIQUERA,199.55
Bahia,IBIRAPITANGA,261.88
Bahia,IBIRAPUÃ,431.31
