id;response_status;how_long_listening;age;nps_score;gender
12120842;Complete;5 years to less than 10 years;25-34;10;Female
12127954;Incomplete;3 years to less than 5 years;25-34;;
12129816;Complete;1 year to less than 3 years;45-54;10;Female
12130583;Complete;5 years to less than 10 years;25-34;10;Female
12133527;Incomplete;1 year to less than 3 years;18-24;;
12134542;Complete;3 years to less than 5 years;25-34;10;Female
12135268;Complete;1 year to less than 3 years;35-44;10;Female
12138368;Complete;5 years to less than 10 years;55-64;10;Female
12139263;Complete;1 year to less than 3 years;25-34;10;Female
12139600;Complete;1 year to less than 3 years;45-54;10;Female
12141137;Complete;Less than 6 months;35-44;10;Female
12142436;Incomplete;3 years to less than 5 years;35-44;;
12142829;Complete;More than 15 years;55-64;10;Male
12143341;Complete;1 year to less than 3 years;65-74;9;Female
12144462;Complete;6 months to less than a year;55-64;10;Female
12145557;Complete;3 years to less than 5 years;45-54;10;Male
12146742;Complete;3 years to less than 5 years;25-34;10;Female
12147267;Complete;10 years to less than 15 years;45-54;10;Male
12149183;Complete;1 year to less than 3 years;25-34;10;Female
12150179;Complete;1 year to less than 3 years;35-44;10;Male
12150540;Complete;1 year to less than 3 years;35-44;10;Female
12150723;Incomplete;3 years to less than 5 years;35-44;;
12152994;Complete;3 years to less than 5 years;45-54;10;Female
12153133;Incomplete;1 year to less than 3 years;25-34;;
12153593;Complete;6 months to less than a year;55-64;8;Male
12153619;Complete;5 years to less than 10 years;45-54;10;Female
12153921;Complete;1 year to less than 3 years;35-44;10;Male
12154007;Complete;10 years to less than 15 years;35-44;10;Female
12154571;Complete;Less than 6 months;35-44;10;Female
12154727;Complete;6 months to less than a year;18-24;10;Female
12154943;Complete;5 years to less than 10 years;45-54;10;Female
12155880;Complete;Less than 6 months;25-34;10;Female
12155955;Complete;5 years to less than 10 years;25-34;10;Male
12156062;Complete;6 months to less than a year;25-34;10;Female
12156645;Complete;1 year to less than 3 years;25-34;10;
12159325;Complete;Less than 6 months;25-34;10;Male
12159361;Complete;1 year to less than 3 years;55-64;10;Female
12159560;Complete;1 year to less than 3 years;35-44;10;Male
12159628;Complete;1 year to less than 3 years;35-44;8;Male
12160460;Complete;1 year to less than 3 years;35-44;10;Male
12160739;Incomplete;6 months to less than a year;35-44;;
12161112;Complete;1 year to less than 3 years;18-24;10;Female
12161852;Incomplete;6 months to less than a year;18-24;;
12162032;Complete;6 months to less than a year;25-34;9;Female
12162667;Complete;Less than 6 months;35-44;;Female
12165070;Complete;6 months to less than a year;25-34;10;Female
12165214;Complete;10 years to less than 15 years;45-54;10;Female
12165549;Complete;1 year to less than 3 years;45-54;10;Female
12165813;Incomplete;6 months to less than a year;25-34;;
12166106;Complete;1 year to less than 3 years;35-44;10;Female
12166199;Complete;1 year to less than 3 years;55-64;10;Female
12166635;Complete;Less than 6 months;55-64;10;Male
12166920;Complete;6 months to less than a year;55-64;10;Female
12167223;Incomplete;Less than 6 months;25-34;;
12167301;Incomplete;5 years to less than 10 years;45-54;;
12167522;Complete;1 year to less than 3 years;25-34;1;Female
12168400;Complete;Less than 6 months;18-24;10;Female
12168491;Complete;1 year to less than 3 years;35-44;10;Female
12168545;Incomplete;3 years to less than 5 years;25-34;;
12168570;Complete;6 months to less than a year;45-54;10;Female
12168622;Complete;1 year to less than 3 years;25-34;7;Male
12168828;Complete;1 year to less than 3 years;25-34;10;Female
12168892;Complete;3 years to less than 5 years;35-44;10;Female
12168987;Complete;5 years to less than 10 years;25-34;10;Female
12169118;Complete;Less than 6 months;35-44;9;Male
12169152;Complete;Less than 6 months;45-54;10;Male
12169166;Complete;1 year to less than 3 years;25-34;10;Female
12169637;Complete;3 years to less than 5 years;25-34;10;Female
12169808;Complete;Less than 6 months;18-24;10;Female
12169840;Complete;1 year to less than 3 years;45-54;10;Male
12169885;Complete;Less than 6 months;25-34;9;Female
12169907;Complete;1 year to less than 3 years;35-44;10;Female
12170008;Complete;6 months to less than a year;25-34;9;Female
12170106;Complete;3 years to less than 5 years;25-34;10;Male
12170256;Complete;Less than 6 months;18-24;10;Female
12170392;Complete;3 years to less than 5 years;45-54;10;Female
12170414;Complete;1 year to less than 3 years;45-54;10;Female
12170433;Complete;1 year to less than 3 years;35-44;10;Female
12170514;Complete;1 year to less than 3 years;45-54;7;Female
12170522;Incomplete;3 years to less than 5 years;25-34;;
12170639;Complete;6 months to less than a year;35-44;10;Female
12171675;Complete;1 year to less than 3 years;25-34;10;Female
12173064;Complete;3 years to less than 5 years;45-54;;Male
12173206;Complete;3 years to less than 5 years;55-64;10;Female
12173277;Complete;3 years to less than 5 years;18-24;10;Female
12173321;Complete;1 year to less than 3 years;18-24;10;Male
12173349;Complete;1 year to less than 3 years;35-44;10;Female
12173475;Complete;1 year to less than 3 years;25-34;10;Female
12173518;Complete;1 year to less than 3 years;18-24;9;Female
12173873;Complete;Less than 6 months;18-24;10;Male
12173888;Complete;5 years to less than 10 years;55-64;10;Female
12173909;Complete;Less than 6 months;35-44;10;Male
12174006;Complete;1 year to less than 3 years;45-54;10;Female
12174055;Complete;1 year to less than 3 years;35-44;10;Female
12174585;Complete;6 months to less than a year;25-34;9;Female
12174783;Incomplete;1 year to less than 3 years;35-44;;
12174785;Complete;Less than 6 months;45-54;10;Female
12175046;Complete;Less than 6 months;55-64;9;Female
12175260;Complete;1 year to less than 3 years;45-54;10;Female
12175354;Complete;1 year to less than 3 years;25-34;10;Female
12175414;Complete;3 years to less than 5 years;45-54;10;Female
12175463;Complete;6 months to less than a year;18-24;8;Female
12175531;Complete;1 year to less than 3 years;55-64;10;Female
12175580;Complete;1 year to less than 3 years;35-44;9;Female
12175845;Complete;3 years to less than 5 years;35-44;10;Female
12175896;Complete;Less than 6 months;45-54;10;Female
12175941;Complete;1 year to less than 3 years;35-44;10;Female
12176029;Complete;1 year to less than 3 years;25-34;10;Female
12176122;Complete;1 year to less than 3 years;18-24;10;Female
12176154;Complete;1 year to less than 3 years;35-44;10;Female
12176168;Complete;5 years to less than 10 years;35-44;10;Female
12176480;Complete;3 years to less than 5 years;35-44;10;Female
12176574;Complete;1 year to less than 3 years;25-34;10;Female
12176638;Complete;Less than 6 months;35-44;10;Female
12176817;Complete;1 year to less than 3 years;35-44;10;Male
12176877;Complete;1 year to less than 3 years;45-54;10;Female
12177227;Incomplete;3 years to less than 5 years;35-44;;
12177317;Complete;5 years to less than 10 years;45-54;10;Female
12177548;Complete;3 years to less than 5 years;55-64;10;Female
12177672;Complete;3 years to less than 5 years;35-44;10;Female
12177714;Complete;1 year to less than 3 years;18-24;9;Female
12177930;Complete;6 months to less than a year;55-64;10;Female
12178268;Complete;1 year to less than 3 years;45-54;10;Female
12178874;Complete;1 year to less than 3 years;18-24;8;Female
12179109;Complete;1 year to less than 3 years;25-34;10;Female
12179451;Incomplete;1 year to less than 3 years;25-34;;
12179501;Complete;1 year to less than 3 years;55-64;10;Female
12179529;Complete;3 years to less than 5 years;25-34;10;Male
12180037;Incomplete;5 years to less than 10 years;45-54;;
12180230;Complete;1 year to less than 3 years;18-24;10;Male
12180340;Complete;3 years to less than 5 years;25-34;8;Male
12180984;Complete;Less than 6 months;25-34;10;Female
12181220;Complete;6 months to less than a year;45-54;10;Male
12181466;Complete;6 months to less than a year;35-44;10;Female
12181480;Complete;3 years to less than 5 years;35-44;10;Female
12181664;Complete;1 year to less than 3 years;25-34;10;Female
12181713;Complete;10 years to less than 15 years;18-24;10;Male
12181822;Complete;5 years to less than 10 years;45-54;10;Female
12181958;Complete;5 years to less than 10 years;35-44;10;Female
12182000;Complete;Less than 6 months;25-34;10;Male
12182966;Complete;1 year to less than 3 years;25-34;10;Female
12183015;Complete;1 year to less than 3 years;45-54;9;Female
12183092;Complete;1 year to less than 3 years;25-34;10;Female
12183374;Complete;Less than 6 months;45-54;10;Female
12183454;Complete;1 year to less than 3 years;18-24;;Male
12183550;Complete;1 year to less than 3 years;45-54;10;Male
12183581;Complete;5 years to less than 10 years;35-44;10;Female
12183862;Complete;1 year to less than 3 years;45-54;10;Female
12184124;Incomplete;1 year to less than 3 years;45-54;;
12184293;Complete;3 years to less than 5 years;55-64;10;Female
12184396;Complete;3 years to less than 5 years;35-44;10;Female
12184629;Complete;Less than 6 months;18-24;8;Male
12184664;Complete;6 months to less than a year;45-54;10;Female
12184699;Complete;10 years to less than 15 years;18-24;10;Female
12184857;Complete;5 years to less than 10 years;35-44;10;Female
12184875;Complete;Less than 6 months;35-44;9;Female
12185397;Incomplete;1 year to less than 3 years;18-24;;
12185415;Complete;1 year to less than 3 years;45-54;10;Female
12185545;Complete;6 months to less than a year;55-64;10;Female
12185640;Terminated;1 year to less than 3 years;Under 18;;
12185704;Complete;3 years to less than 5 years;45-54;10;Female
12186010;Complete;3 years to less than 5 years;55-64;10;Female
12186471;Complete;3 years to less than 5 years;25-34;10;Female
12186661;Incomplete;1 year to less than 3 years;55-64;;
12187072;Complete;6 months to less than a year;55-64;10;Male
12187161;Complete;3 years to less than 5 years;25-34;10;Female
12187739;Complete;1 year to less than 3 years;25-34;10;Female
12187756;Complete;5 years to less than 10 years;25-34;10;Male
12187758;Complete;1 year to less than 3 years;25-34;10;Female
12187879;Terminated;1 year to less than 3 years;Under 18;;
12188570;Complete;6 months to less than a year;35-44;10;Female
12188932;Complete;1 year to less than 3 years;55-64;10;Female
12189125;Complete;1 year to less than 3 years;25-34;10;Male
12189261;Complete;Less than 6 months;25-34;9;Female
12189738;Complete;1 year to less than 3 years;25-34;10;Female
12190017;Complete;3 years to less than 5 years;55-64;10;Female
12190097;Complete;1 year to less than 3 years;55-64;10;Female
12190474;Complete;1 year to less than 3 years;25-34;10;Female
12190491;Complete;1 year to less than 3 years;35-44;10;Male
12190627;Terminated;1 year to less than 3 years;Under 18;;
12190976;Complete;3 years to less than 5 years;45-54;10;Female
12191189;Complete;1 year to less than 3 years;18-24;10;Female
12191625;Complete;1 year to less than 3 years;35-44;10;Female
12191709;Complete;10 years to less than 15 years;35-44;9;Female
12192012;Complete;1 year to less than 3 years;25-34;10;Female
12192015;Complete;1 year to less than 3 years;35-44;10;Female
12192382;Complete;1 year to less than 3 years;25-34;10;Female
12193781;Complete;1 year to less than 3 years;35-44;10;Female
12193989;Complete;3 years to less than 5 years;35-44;10;Female
12194002;Complete;1 year to less than 3 years;65-74;10;Female
12194009;Terminated;3 years to less than 5 years;Under 18;;
12194160;Complete;1 year to less than 3 years;35-44;10;Female
12194536;Complete;5 years to less than 10 years;65-74;7;Female
12194899;Incomplete;1 year to less than 3 years;25-34;;
12195514;Complete;Less than 6 months;55-64;10;Female
12196081;Complete;Less than 6 months;45-54;8;Male
12196085;Complete;1 year to less than 3 years;45-54;10;Female
12196099;Terminated;10 years to less than 15 years;Under 18;;
12196248;Complete;3 years to less than 5 years;18-24;10;Female
12196456;Complete;6 months to less than a year;55-64;10;Female
12196598;Complete;1 year to less than 3 years;25-34;10;Male
12196679;Complete;6 months to less than a year;45-54;10;Female
12196763;Complete;3 years to less than 5 years;55-64;10;Female
12196830;Complete;1 year to less than 3 years;35-44;10;Female
12197142;Complete;1 year to less than 3 years;45-54;10;Female
12197162;Complete;6 months to less than a year;25-34;10;Female
12197176;Incomplete;1 year to less than 3 years;;;
12197418;Incomplete;1 year to less than 3 years;35-44;;
12197584;Incomplete;1 year to less than 3 years;45-54;;
12197609;Complete;5 years to less than 10 years;55-64;10;Female
12197648;Complete;6 months to less than a year;45-54;10;Female
12197764;Incomplete;Less than 6 months;;;
12198257;Complete;3 years to less than 5 years;55-64;10;Female
12198365;Complete;1 year to less than 3 years;45-54;10;Female
12199139;Complete;1 year to less than 3 years;35-44;10;Male
12199489;Complete;Less than 6 months;55-64;10;Female
12199776;Complete;6 months to less than a year;25-34;10;Female
12199781;Terminated;1 year to less than 3 years;Under 18;;
12200005;Complete;6 months to less than a year;35-44;10;Female
12200064;Complete;More than 15 years;45-54;10;Female
12200312;Complete;6 months to less than a year;25-34;10;Female
12200366;Complete;5 years to less than 10 years;35-44;10;Male
12200650;Incomplete;1 year to less than 3 years;35-44;;
12200826;Incomplete;3 years to less than 5 years;25-34;;
12201043;Complete;3 years to less than 5 years;25-34;10;Female
12201739;Complete;1 year to less than 3 years;45-54;10;Female
12202357;Complete;6 months to less than a year;55-64;10;Female
12202582;Complete;1 year to less than 3 years;55-64;8;Female
12203077;Complete;5 years to less than 10 years;55-64;10;Male
12203136;Complete;6 months to less than a year;35-44;10;Female
12203259;Complete;1 year to less than 3 years;25-34;10;Male
12203624;Complete;1 year to less than 3 years;35-44;10;Female
12203639;Complete;1 year to less than 3 years;25-34;10;Female
12204027;Incomplete;6 months to less than a year;45-54;;
12204049;Complete;6 months to less than a year;35-44;10;Female
12204413;Complete;1 year to less than 3 years;25-34;10;Female
12204520;Complete;3 years to less than 5 years;35-44;10;Female
12204821;Complete;1 year to less than 3 years;35-44;10;Female
12204953;Incomplete;1 year to less than 3 years;55-64;;
12205051;Complete;Less than 6 months;25-34;10;Female
12205337;Incomplete;3 years to less than 5 years;25-34;;
12205437;Complete;Less than 6 months;45-54;;Male
12205453;Incomplete;Less than 6 months;35-44;10;Female
12205583;Complete;6 months to less than a year;25-34;10;Female
12205876;Complete;6 months to less than a year;25-34;10;Female
12206068;Complete;10 years to less than 15 years;45-54;8;Male
12206076;Complete;3 years to less than 5 years;45-54;10;Female
12206130;Complete;1 year to less than 3 years;45-54;10;Female
12206157;Complete;Less than 6 months;65-74;10;Female
12206399;Complete;1 year to less than 3 years;45-54;10;Female
12206408;Incomplete;1 year to less than 3 years;25-34;;
12206532;Complete;Less than 6 months;55-64;10;Male
12206690;Complete;1 year to less than 3 years;25-34;8;Female
12206853;Complete;10 years to less than 15 years;45-54;10;Female
12206976;Complete;5 years to less than 10 years;45-54;10;Female
12207317;Complete;1 year to less than 3 years;18-24;10;Female
12207363;Complete;1 year to less than 3 years;35-44;10;Female
12207367;Complete;3 years to less than 5 years;45-54;10;Female
12207786;Complete;1 year to less than 3 years;35-44;10;Female
12208391;Incomplete;6 months to less than a year;35-44;;
12208467;Incomplete;3 years to less than 5 years;55-64;;
12208533;Incomplete;5 years to less than 10 years;35-44;;
12208769;Complete;1 year to less than 3 years;35-44;10;Female
12209234;Complete;1 year to less than 3 years;35-44;10;Female
12209316;Complete;Less than 6 months;35-44;10;Female
12209317;Complete;Less than 6 months;45-54;10;Female
12209486;Complete;6 months to less than a year;25-34;10;Female
12209614;Complete;1 year to less than 3 years;45-54;10;Female
12209978;Complete;3 years to less than 5 years;35-44;10;Female
12210004;Complete;Less than 6 months;25-34;10;Male
12210044;Complete;6 months to less than a year;25-34;10;Female
12210100;Incomplete;1 year to less than 3 years;45-54;;
12210530;Complete;5 years to less than 10 years;45-54;10;Male
12211438;Complete;1 year to less than 3 years;18-24;10;Female
12211752;Complete;1 year to less than 3 years;25-34;10;Female
12211794;Complete;1 year to less than 3 years;35-44;10;Female
12212139;Complete;6 months to less than a year;18-24;10;Male
12212557;Complete;5 years to less than 10 years;18-24;10;Female
12212684;Complete;1 year to less than 3 years;25-34;10;Female
12213137;Complete;1 year to less than 3 years;25-34;10;Male
12213365;Complete;5 years to less than 10 years;35-44;10;Male
12213772;Complete;5 years to less than 10 years;25-34;10;Female
12214002;Complete;Less than 6 months;18-24;10;Female
12214130;Complete;10 years to less than 15 years;45-54;10;Female
12214393;Complete;1 year to less than 3 years;75+;8;Female
12214991;Complete;1 year to less than 3 years;45-54;10;Female
12215203;Complete;1 year to less than 3 years;55-64;10;Female
12216299;Complete;1 year to less than 3 years;18-24;10;Female
12216866;Complete;1 year to less than 3 years;45-54;9;Female
12216883;Complete;5 years to less than 10 years;55-64;10;Male
12217654;Complete;5 years to less than 10 years;35-44;10;Female
12217729;Complete;1 year to less than 3 years;45-54;10;Female
12217769;Complete;6 months to less than a year;45-54;10;Female
12218803;Complete;3 years to less than 5 years;25-34;10;Female
12219415;Complete;1 year to less than 3 years;45-54;10;Female
12221482;Incomplete;5 years to less than 10 years;25-34;;
12222888;Complete;3 years to less than 5 years;45-54;10;Female
12229756;Complete;1 year to less than 3 years;35-44;10;
12235429;Complete;6 months to less than a year;25-34;10;Female
12240105;Incomplete;6 months to less than a year;55-64;;
12241754;Complete;5 years to less than 10 years;25-34;10;Female
12242283;Complete;5 years to less than 10 years;25-34;10;Female
12243373;Complete;1 year to less than 3 years;65-74;10;
12243637;Complete;3 years to less than 5 years;65-74;10;Female
12244514;Complete;1 year to less than 3 years;25-34;10;Female
12246777;Complete;3 years to less than 5 years;35-44;10;Male
12247964;Complete;10 years to less than 15 years;35-44;10;Female
12248409;Complete;More than 15 years;45-54;9;Male
12249134;Incomplete;1 year to less than 3 years;35-44;;
12251218;Complete;1 year to less than 3 years;35-44;8;Female
12251622;Complete;1 year to less than 3 years;55-64;10;Male
12252010;Complete;6 months to less than a year;25-34;10;Female
12252118;Complete;Less than 6 months;45-54;10;Female
12257095;Complete;3 years to less than 5 years;45-54;10;Male
12259533;Complete;6 months to less than a year;25-34;8;Male
12259697;Complete;5 years to less than 10 years;25-34;;Female
12260090;Complete;5 years to less than 10 years;45-54;10;Female
12260143;Complete;More than 15 years;35-44;10;Male
12260204;Complete;Less than 6 months;55-64;10;Female
12260230;Complete;1 year to less than 3 years;25-34;10;Female
12260257;Complete;Less than 6 months;25-34;9;Male
12260268;Complete;5 years to less than 10 years;45-54;10;Female
12260269;Complete;6 months to less than a year;25-34;10;Female
12260279;Terminated;1 year to less than 3 years;Under 18;;
12260313;Incomplete;1 year to less than 3 years;18-24;;
12260331;Incomplete;Less than 6 months;35-44;10;Female
12260345;Complete;1 year to less than 3 years;45-54;10;Female
12260355;Complete;5 years to less than 10 years;25-34;10;Female
12260356;Complete;6 months to less than a year;18-24;10;Female
12260370;Complete;10 years to less than 15 years;45-54;10;Female
12260382;Complete;1 year to less than 3 years;25-34;10;Female
12260386;Complete;1 year to less than 3 years;25-34;10;Male
12260398;Complete;5 years to less than 10 years;25-34;9;Male
12260432;Complete;3 years to less than 5 years;18-24;10;Female
12260439;Complete;1 year to less than 3 years;35-44;10;Male
12260444;Complete;5 years to less than 10 years;25-34;9;Male
12260464;Complete;1 year to less than 3 years;45-54;10;Female
12260482;Complete;1 year to less than 3 years;45-54;8;Female
12260509;Complete;1 year to less than 3 years;65-74;10;Male
12260525;Complete;6 months to less than a year;35-44;10;Male
12260582;Complete;3 years to less than 5 years;45-54;10;Female
12260697;Complete;Less than 6 months;18-24;10;Male
12260720;Complete;Less than 6 months;35-44;9;Female
12260735;Complete;5 years to less than 10 years;35-44;10;Female
12260764;Complete;6 months to less than a year;25-34;6;Female
12260827;Complete;Less than 6 months;25-34;10;Female
12260846;Complete;3 years to less than 5 years;18-24;10;Female
12260856;Complete;1 year to less than 3 years;55-64;10;Female
12260858;Incomplete;1 year to less than 3 years;25-34;;
12260928;Complete;6 months to less than a year;25-34;10;Female
12260951;Complete;10 years to less than 15 years;45-54;10;Female
12261211;Complete;Less than 6 months;18-24;10;Female
12261230;Complete;1 year to less than 3 years;35-44;10;Female
12261249;Complete;Less than 6 months;35-44;10;Female
12261305;Complete;1 year to less than 3 years;35-44;10;Male
12261310;Complete;1 year to less than 3 years;25-34;10;Male
12261312;Complete;1 year to less than 3 years;18-24;10;Female
12261343;Complete;1 year to less than 3 years;25-34;10;Female
12261358;Complete;Less than 6 months;35-44;10;Female
12261365;Complete;5 years to less than 10 years;35-44;10;Male
12261376;Complete;1 year to less than 3 years;25-34;10;Female
12261521;Complete;1 year to less than 3 years;25-34;8;Female
12261841;Complete;6 months to less than a year;18-24;10;Male
12261884;Terminated;1 year to less than 3 years;Under 18;;
12261900;Complete;1 year to less than 3 years;18-24;10;Female
12261926;Complete;6 months to less than a year;25-34;10;Female
12262011;Complete;1 year to less than 3 years;35-44;10;Female
12262113;Complete;1 year to less than 3 years;55-64;;Male
12262138;Incomplete;6 months to less than a year;35-44;10;Female
12262346;Terminated;5 years to less than 10 years;Under 18;;
12262358;Complete;1 year to less than 3 years;55-64;10;Male
12262551;Incomplete;1 year to less than 3 years;45-54;;
12262652;Complete;1 year to less than 3 years;55-64;9;
12262796;Complete;1 year to less than 3 years;25-34;9;Male
12262810;Complete;1 year to less than 3 years;45-54;10;Female
12263013;Complete;6 months to less than a year;35-44;10;Female
12263083;Complete;5 years to less than 10 years;18-24;10;Male
12263125;Complete;Less than 6 months;25-34;10;Female
12263205;Complete;6 months to less than a year;25-34;10;Male
12263302;Complete;1 year to less than 3 years;55-64;10;Female
12263412;Complete;3 years to less than 5 years;45-54;10;Male
12263529;Complete;1 year to less than 3 years;35-44;10;Female
12263693;Complete;5 years to less than 10 years;45-54;10;Female
12263696;Complete;10 years to less than 15 years;25-34;10;Female
12263701;Complete;Less than 6 months;45-54;1;
12263715;Terminated;1 year to less than 3 years;Under 18;;
12263867;Complete;5 years to less than 10 years;45-54;10;Female
12263902;Complete;1 year to less than 3 years;45-54;10;Female
12264060;Complete;1 year to less than 3 years;18-24;8;Female
12264214;Incomplete;5 years to less than 10 years;35-44;10;Female
12264283;Complete;6 months to less than a year;45-54;10;Male
12264491;Complete;5 years to less than 10 years;25-34;9;Male
12264572;Complete;10 years to less than 15 years;45-54;10;Female
12264650;Complete;1 year to less than 3 years;45-54;10;Female
12264756;Complete;1 year to less than 3 years;45-54;8;Male
12264848;Complete;1 year to less than 3 years;18-24;10;Female
12264888;Complete;Less than 6 months;35-44;7;Female
12264911;Complete;Less than 6 months;25-34;10;Female
12265005;Complete;1 year to less than 3 years;45-54;10;Female
12265026;Complete;5 years to less than 10 years;25-34;9;Female
12265105;Complete;1 year to less than 3 years;25-34;10;Male
12265218;Complete;3 years to less than 5 years;55-64;10;Female
12265229;Complete;1 year to less than 3 years;45-54;10;Female
12265808;Complete;1 year to less than 3 years;45-54;;Female
12265871;Complete;3 years to less than 5 years;25-34;9;Female
12266018;Complete;3 years to less than 5 years;45-54;10;Female
12266196;Complete;1 year to less than 3 years;35-44;10;Female
12266440;Complete;Less than 6 months;45-54;10;Female
12266605;Complete;Less than 6 months;25-34;10;Female
12266808;Complete;1 year to less than 3 years;25-34;5;Male
12266816;Complete;6 months to less than a year;45-54;0;Male
12266841;Complete;5 years to less than 10 years;18-24;9;Female
12266986;Complete;1 year to less than 3 years;45-54;9;Male
12267042;Complete;1 year to less than 3 years;55-64;10;Female
12267155;Complete;1 year to less than 3 years;25-34;10;Female
12267213;Complete;1 year to less than 3 years;45-54;10;Female
12267410;Complete;3 years to less than 5 years;35-44;10;Female
12267486;Incomplete;More than 15 years;18-24;;
12267629;Complete;6 months to less than a year;25-34;10;Female
12268071;Complete;3 years to less than 5 years;18-24;10;Female
12268081;Incomplete;1 year to less than 3 years;25-34;;
12268084;Complete;Less than 6 months;35-44;10;Male
12268272;Complete;Less than 6 months;25-34;10;Female
12268292;Complete;6 months to less than a year;18-24;10;Female
12268331;Complete;1 year to less than 3 years;35-44;10;Female
12268377;Complete;1 year to less than 3 years;45-54;10;Female
12268576;Complete;5 years to less than 10 years;55-64;10;Female
12268742;Complete;1 year to less than 3 years;35-44;10;Female
12268762;Complete;3 years to less than 5 years;55-64;10;Female
12268962;Complete;1 year to less than 3 years;35-44;10;Female
12269257;Incomplete;3 years to less than 5 years;35-44;;
12269542;Complete;10 years to less than 15 years;18-24;10;Female
12269578;Complete;3 years to less than 5 years;25-34;10;Male
12269622;Complete;3 years to less than 5 years;55-64;10;Female
12269932;Complete;Less than 6 months;65-74;10;Female
12270083;Complete;1 year to less than 3 years;25-34;10;Female
12270161;Complete;5 years to less than 10 years;35-44;10;Female
12270222;Complete;Less than 6 months;25-34;10;Female
12270677;Complete;3 years to less than 5 years;25-34;7;Male
12270761;Complete;1 year to less than 3 years;18-24;10;Male
12270919;Incomplete;5 years to less than 10 years;45-54;;
12271704;Complete;Less than 6 months;18-24;10;Female
12271748;Complete;5 years to less than 10 years;35-44;10;Female
12271950;Complete;5 years to less than 10 years;35-44;10;Female
12273030;Complete;1 year to less than 3 years;25-34;10;Male
12273062;Complete;Less than 6 months;45-54;10;Female
12273095;Complete;5 years to less than 10 years;35-44;10;Female
12273317;Complete;5 years to less than 10 years;45-54;8;Male
12273368;Complete;Less than 6 months;18-24;8;Male
12273575;Complete;3 years to less than 5 years;25-34;10;Female
12273792;Complete;Less than 6 months;45-54;8;Female
12273846;Incomplete;6 months to less than a year;25-34;;
12273939;Complete;5 years to less than 10 years;35-44;8;Female
12274041;Complete;3 years to less than 5 years;35-44;10;Female
12274295;Complete;1 year to less than 3 years;55-64;10;Female
12275343;Incomplete;3 years to less than 5 years;35-44;;
12276156;Complete;1 year to less than 3 years;45-54;8;Male
12277067;Complete;5 years to less than 10 years;25-34;10;Female
12277102;Complete;1 year to less than 3 years;18-24;10;Female
12277219;Incomplete;1 year to less than 3 years;25-34;;
12277467;Complete;1 year to less than 3 years;45-54;10;Female
12277910;Complete;3 years to less than 5 years;45-54;9;Female
12277999;Complete;1 year to less than 3 years;35-44;10;Female
12278284;Complete;1 year to less than 3 years;18-24;10;Male
12278285;Terminated;3 years to less than 5 years;Under 18;;
12278461;Complete;3 years to less than 5 years;18-24;10;Male
12278512;Complete;Less than 6 months;45-54;10;Female
12278909;Complete;1 year to less than 3 years;45-54;10;Female
12279501;Incomplete;Less than 6 months;25-34;10;Female
12279973;Complete;5 years to less than 10 years;45-54;10;Female
12279999;Complete;6 months to less than a year;18-24;10;Female
12280029;Complete;5 years to less than 10 years;55-64;10;Female
12280052;Complete;5 years to less than 10 years;25-34;10;Female
12280220;Complete;5 years to less than 10 years;45-54;10;Male
12280605;Complete;5 years to less than 10 years;25-34;10;Male
12281284;Complete;3 years to less than 5 years;35-44;10;Male
12281675;Complete;5 years to less than 10 years;35-44;10;Female
12281868;Complete;1 year to less than 3 years;25-34;10;Female
12282034;Complete;3 years to less than 5 years;35-44;10;Female
12282347;Complete;1 year to less than 3 years;45-54;8;Male
12282862;Incomplete;3 years to less than 5 years;18-24;;
12282875;Complete;6 months to less than a year;35-44;10;Female
12282878;Complete;5 years to less than 10 years;55-64;10;Female
12282997;Complete;6 months to less than a year;35-44;10;Female
12283054;Complete;3 years to less than 5 years;55-64;10;Female
12283925;Complete;1 year to less than 3 years;45-54;10;Female
12284212;Complete;1 year to less than 3 years;35-44;10;Female
12284455;Complete;1 year to less than 3 years;45-54;10;Female
12284552;Complete;1 year to less than 3 years;65-74;10;Female
12284602;Complete;6 months to less than a year;55-64;10;Female
12285153;Complete;3 years to less than 5 years;55-64;10;Female
12285456;Complete;3 years to less than 5 years;55-64;10;Female
12285481;Complete;1 year to less than 3 years;25-34;10;Female
12285589;Complete;3 years to less than 5 years;45-54;10;Female
12285657;Complete;1 year to less than 3 years;55-64;10;Female
12286322;Complete;1 year to less than 3 years;55-64;10;Male
12286413;Complete;6 months to less than a year;45-54;10;Male
12286457;Complete;6 months to less than a year;25-34;9;Female
12287582;Complete;10 years to less than 15 years;25-34;10;Female
12287698;Complete;10 years to less than 15 years;25-34;10;Female
12288495;Incomplete;5 years to less than 10 years;55-64;;
12288820;Complete;1 year to less than 3 years;65-74;10;Female
12289262;Incomplete;3 years to less than 5 years;55-64;;
12289306;Complete;More than 15 years;35-44;10;Female
12289604;Complete;1 year to less than 3 years;45-54;10;Female
12289980;Complete;1 year to less than 3 years;35-44;10;Female
12290253;Terminated;6 months to less than a year;Under 18;;
12290598;Complete;Less than 6 months;18-24;10;Male
12290634;Complete;6 months to less than a year;35-44;10;Male
12290718;Complete;3 years to less than 5 years;35-44;10;Female
12290795;Incomplete;6 months to less than a year;55-64;;
12291757;Complete;3 years to less than 5 years;55-64;10;Female
12291845;Complete;5 years to less than 10 years;35-44;9;Female
12291991;Complete;1 year to less than 3 years;45-54;10;Male
