id,risco_credito,idade,renda_anual,sexo,estado_civil,qtd_filhos,qtd_cartoes_credito,forma_pagamento,paga_hipoteca,outros_emprestimos
804,medio_risco,44,25124,feminino,divorciado,3,5,semanal,sim,2
805,alto_risco,44,25124,feminino,divorciado,3,6,semanal,sim,2
806,baixo_risco,50,25098,masculino,divorciado,NA,5,semanal,nao,3
807,baixo_risco,26,25093,feminino,solteiro,0,1,mensal,sim,0
808,medio_risco,50,25049,masculino,divorciado,2,6,semanal,NA,NA
809,medio_risco,44,NA,NA,divorciado,2,6,semanal,nao,3
810,medio_risco,NA,24999,masculino,NA,0,3,semanal,sim,1
811,medio_risco,NA,24996,feminino,solteiro,1,NA,mensal,nao,1
812,alto_risco,49,24991,masculino,casado,3,4,mensal,sim,2
813,alto_risco,41,24990,NA,casado,3,3,mensal,sim,2
814,medio_risco,19,24989,masculino,casado,1,0,mensal,sim,1
815,alto_risco,45,24988,masculino,casado,3,4,NA,sim,1
816,medio_risco,21,NA,masculino,casado,1,1,semanal,sim,1
817,medio_risco,42,24983,feminino,divorciado,2,5,semanal,sim,3
818,medio_risco,24,24980,feminino,solteiro,1,1,semanal,nao,1
819,medio_risco,22,24979,feminino,solteiro,1,1,semanal,sim,1
820,medio_risco,36,24974,masculino,casado,NA,0,semanal,sim,1
821,medio_risco,23,24974,masculino,solteiro,1,1,semanal,sim,1
822,medio_risco,26,24971,masculino,NA,2,2,mensal,sim,1
823,medio_risco,NA,24970,feminino,divorciado,3,5,semanal,NA,3
824,medio_risco,26,24967,masculino,solteiro,1,3,NA,nao,1
825,medio_risco,21,24961,NA,casado,2,1,NA,sim,1
826,medio_risco,25,24959,masculino,solteiro,0,1,mensal,sim,NA
827,medio_risco,23,24958,NA,solteiro,0,NA,mensal,NA,1
828,alto_risco,40,24954,feminino,casado,3,3,NA,sim,2
829,alto_risco,27,24951,feminino,divorciado,3,5,semanal,nao,3
830,alto_risco,20,24945,masculino,casado,1,2,semanal,sim,1
831,medio_risco,23,NA,feminino,solteiro,1,3,semanal,NA,NA
832,medio_risco,36,24939,feminino,NA,NA,0,NA,NA,NA
833,medio_risco,35,24939,feminino,casado,2,2,mensal,sim,2
834,medio_risco,20,24939,masculino,solteiro,1,1,semanal,nao,1
835,medio_risco,24,24938,feminino,NA,0,2,mensal,sim,1
836,alto_risco,27,24933,feminino,divorciado,2,6,NA,nao,NA
837,medio_risco,25,24931,masculino,casado,2,2,mensal,sim,1
838,medio_risco,21,24924,masculino,casado,2,NA,NA,sim,2
839,medio_risco,25,24921,feminino,casado,1,2,mensal,sim,1
840,alto_risco,19,24920,masculino,casado,2,1,mensal,sim,1
841,medio_risco,46,24919,masculino,divorciado,2,6,semanal,sim,2
842,medio_risco,49,24916,feminino,divorciado,2,6,semanal,sim,2
843,alto_risco,24,24914,masculino,NA,1,2,semanal,sim,1
844,baixo_risco,NA,24913,masculino,NA,2,1,mensal,NA,1
845,medio_risco,25,24913,masculino,casado,1,2,semanal,sim,1
846,baixo_risco,22,24910,masculino,casado,2,1,semanal,sim,2
847,medio_risco,NA,24907,NA,solteiro,0,NA,mensal,nao,NA
848,medio_risco,25,24904,masculino,solteiro,NA,1,semanal,nao,1
849,medio_risco,24,24903,masculino,solteiro,0,2,semanal,nao,NA
850,baixo_risco,46,24892,NA,divorciado,4,5,semanal,nao,3
851,medio_risco,NA,24890,feminino,casado,3,NA,semanal,sim,2
852,alto_risco,50,24887,masculino,divorciado,2,6,semanal,nao,2
853,medio_risco,43,24877,feminino,divorciado,3,6,semanal,sim,2
854,medio_risco,19,24877,masculino,casado,1,0,mensal,sim,2
855,medio_risco,41,NA,masculino,divorciado,4,6,semanal,nao,NA
856,medio_risco,25,24860,feminino,solteiro,1,3,mensal,nao,1
857,medio_risco,25,24858,masculino,solteiro,1,3,semanal,nao,1
858,medio_risco,NA,24854,feminino,casado,1,NA,mensal,sim,2
859,medio_risco,23,24853,masculino,solteiro,0,1,mensal,sim,1
860,baixo_risco,30,24839,masculino,divorciado,4,NA,semanal,nao,2
861,medio_risco,18,24837,NA,casado,2,2,semanal,NA,1
862,alto_risco,18,NA,masculino,casado,2,0,semanal,NA,1
863,medio_risco,21,NA,feminino,NA,1,NA,mensal,sim,1
864,alto_risco,25,24823,masculino,casado,1,0,mensal,sim,2
865,medio_risco,21,24823,feminino,casado,1,0,semanal,sim,1
866,medio_risco,22,NA,masculino,solteiro,0,1,semanal,sim,1
867,medio_risco,22,24819,feminino,NA,1,3,mensal,sim,1
868,medio_risco,24,24814,masculino,solteiro,1,1,mensal,sim,1
869,alto_risco,NA,24809,masculino,divorciado,2,6,semanal,nao,3
870,medio_risco,22,24806,feminino,NA,1,1,mensal,nao,1
871,medio_risco,34,24800,masculino,solteiro,0,NA,semanal,sim,1
872,alto_risco,38,24798,NA,divorciado,3,5,semanal,nao,3
873,alto_risco,41,24794,feminino,divorciado,4,5,semanal,NA,3
874,medio_risco,24,24793,feminino,solteiro,1,NA,mensal,sim,1
875,medio_risco,NA,24789,masculino,casado,2,2,semanal,NA,2
876,medio_risco,18,24787,NA,casado,1,1,mensal,sim,2
877,medio_risco,20,24780,feminino,solteiro,0,3,semanal,sim,1
878,alto_risco,49,24778,feminino,casado,3,3,semanal,sim,NA
879,medio_risco,22,24775,masculino,solteiro,1,1,mensal,sim,1
880,baixo_risco,21,24775,masculino,casado,1,1,NA,sim,1
881,medio_risco,24,24774,feminino,solteiro,NA,NA,mensal,nao,1
882,alto_risco,21,24770,masculino,solteiro,1,3,mensal,nao,1
883,medio_risco,18,24769,masculino,casado,2,0,semanal,sim,1
884,medio_risco,22,NA,masculino,casado,1,2,mensal,sim,1
885,medio_risco,43,24764,feminino,casado,2,4,mensal,sim,2
886,medio_risco,24,24762,masculino,casado,1,1,mensal,sim,1
887,medio_risco,22,24758,masculino,casado,1,2,semanal,NA,1
888,medio_risco,25,24756,masculino,solteiro,1,1,mensal,sim,1
889,medio_risco,27,24755,masculino,solteiro,NA,3,mensal,sim,1
890,alto_risco,24,24755,feminino,casado,NA,0,semanal,sim,1
891,medio_risco,33,24751,feminino,casado,1,1,semanal,NA,2
892,medio_risco,43,NA,masculino,divorciado,4,5,semanal,nao,2
893,medio_risco,24,NA,masculino,solteiro,1,1,semanal,sim,1
894,medio_risco,NA,24745,masculino,solteiro,1,NA,semanal,nao,1
895,alto_risco,25,24741,masculino,solteiro,1,1,NA,NA,1
896,medio_risco,25,24740,NA,casado,2,0,semanal,sim,1
897,medio_risco,29,NA,feminino,solteiro,NA,3,NA,NA,1
898,medio_risco,43,24734,feminino,divorciado,4,5,NA,nao,3
899,medio_risco,23,24730,NA,casado,2,1,semanal,sim,1
900,alto_risco,NA,24723,feminino,divorciado,4,6,semanal,nao,2
901,alto_risco,40,24723,masculino,casado,2,3,mensal,sim,1
902,medio_risco,18,24722,NA,casado,2,2,mensal,sim,2
903,baixo_risco,50,24718,masculino,divorciado,3,6,semanal,sim,3
904,medio_risco,24,24718,feminino,casado,1,1,semanal,sim,1
905,medio_risco,20,24717,feminino,solteiro,0,3,semanal,nao,1
906,medio_risco,32,24715,masculino,NA,1,3,semanal,nao,1
907,medio_risco,21,24711,masculino,casado,1,2,semanal,sim,1
908,medio_risco,26,24708,feminino,casado,1,2,NA,sim,2
909,medio_risco,NA,24706,masculino,casado,NA,2,semanal,sim,2
910,alto_risco,NA,24703,feminino,divorciado,3,NA,semanal,nao,3
911,medio_risco,23,24702,masculino,solteiro,0,2,mensal,sim,1
912,alto_risco,44,24701,feminino,casado,2,3,semanal,sim,1
913,medio_risco,25,24698,masculino,casado,1,2,semanal,sim,2
914,medio_risco,23,24695,masculino,solteiro,0,1,mensal,NA,1
915,alto_risco,23,24695,NA,casado,1,1,semanal,sim,1
916,medio_risco,37,24682,NA,casado,1,1,mensal,sim,1
917,baixo_risco,22,24676,feminino,casado,1,0,mensal,NA,NA
918,baixo_risco,36,24673,masculino,casado,2,0,semanal,NA,1
919,alto_risco,30,24668,NA,casado,NA,NA,semanal,sim,1
920,alto_risco,41,24665,masculino,NA,4,5,semanal,sim,2
921,medio_risco,34,24661,feminino,casado,1,2,mensal,sim,1
922,medio_risco,37,24659,feminino,solteiro,1,NA,mensal,sim,1
923,medio_risco,25,NA,feminino,NA,0,1,semanal,nao,1
924,medio_risco,32,24656,feminino,casado,1,2,mensal,sim,NA
925,medio_risco,21,24656,feminino,casado,1,0,mensal,NA,2
926,medio_risco,49,24651,feminino,divorciado,NA,5,semanal,sim,3
927,medio_risco,24,24646,feminino,casado,1,0,mensal,sim,2
928,medio_risco,21,24644,masculino,solteiro,1,2,semanal,sim,1
929,alto_risco,20,NA,feminino,casado,2,0,mensal,sim,2
930,medio_risco,22,24642,masculino,casado,2,2,semanal,sim,NA
931,medio_risco,24,NA,feminino,solteiro,0,3,semanal,sim,NA
932,medio_risco,22,24639,feminino,casado,2,0,mensal,sim,1
933,medio_risco,NA,24635,feminino,casado,2,NA,NA,sim,2
934,alto_risco,42,24632,masculino,divorciado,4,6,semanal,NA,3
935,medio_risco,22,24632,masculino,solteiro,0,NA,semanal,nao,1
936,alto_risco,45,24630,masculino,casado,2,4,semanal,sim,2
937,medio_risco,27,24629,masculino,NA,1,3,semanal,NA,1
938,medio_risco,22,24626,masculino,solteiro,1,3,semanal,nao,1
939,medio_risco,21,24624,feminino,NA,1,2,NA,sim,2
940,medio_risco,29,24622,masculino,casado,2,0,NA,sim,2
941,alto_risco,41,NA,feminino,casado,2,3,mensal,sim,1
942,medio_risco,24,24617,feminino,solteiro,0,3,mensal,NA,1
943,medio_risco,30,NA,feminino,NA,0,2,mensal,NA,1
944,medio_risco,21,24613,feminino,NA,2,1,mensal,sim,1
945,medio_risco,23,NA,feminino,solteiro,0,3,semanal,sim,1
946,alto_risco,38,24608,feminino,casado,2,2,NA,sim,2
947,medio_risco,26,24608,masculino,solteiro,0,2,semanal,nao,1
948,medio_risco,21,24600,feminino,solteiro,1,NA,mensal,nao,NA
949,alto_risco,35,24597,feminino,solteiro,0,1,mensal,nao,1
950,medio_risco,23,24596,masculino,casado,1,2,semanal,sim,1
951,medio_risco,20,NA,NA,solteiro,0,NA,mensal,nao,1
952,medio_risco,NA,24591,feminino,solteiro,NA,2,mensal,nao,1
953,alto_risco,22,24587,feminino,solteiro,0,1,semanal,sim,NA
954,medio_risco,20,24582,masculino,solteiro,0,2,mensal,sim,1
955,medio_risco,25,24580,masculino,casado,1,NA,NA,sim,1
956,medio_risco,21,24579,feminino,solteiro,1,3,NA,nao,NA
957,medio_risco,24,24577,masculino,casado,1,2,semanal,sim,1
958,medio_risco,38,24571,masculino,solteiro,1,3,semanal,sim,1
959,medio_risco,23,24570,NA,solteiro,0,NA,semanal,NA,NA
960,alto_risco,50,24566,masculino,divorciado,3,5,NA,NA,3
961,medio_risco,50,24564,masculino,divorciado,2,5,semanal,sim,2
962,medio_risco,21,24560,feminino,casado,1,2,mensal,sim,NA
963,medio_risco,23,24559,masculino,casado,1,0,mensal,sim,NA
964,baixo_risco,33,24557,feminino,NA,2,6,semanal,nao,3
965,medio_risco,18,24557,feminino,casado,2,1,semanal,sim,2
966,medio_risco,18,24555,feminino,casado,1,2,semanal,sim,2
967,medio_risco,23,24554,feminino,casado,1,0,semanal,sim,2
968,medio_risco,22,24551,NA,NA,0,1,semanal,sim,1
969,medio_risco,46,24549,NA,divorciado,2,5,semanal,nao,2
970,medio_risco,42,24540,masculino,casado,3,3,NA,sim,2
971,medio_risco,23,24539,feminino,NA,2,0,semanal,sim,2
972,medio_risco,NA,NA,feminino,divorciado,3,5,semanal,sim,2
973,medio_risco,20,24532,NA,NA,1,1,semanal,sim,1
974,medio_risco,20,24530,feminino,casado,2,0,mensal,sim,2
975,baixo_risco,22,24529,feminino,solteiro,0,3,mensal,sim,1
976,medio_risco,32,24528,NA,divorciado,3,5,semanal,sim,2
977,medio_risco,NA,24528,masculino,divorciado,4,5,semanal,nao,2
978,alto_risco,42,24528,feminino,casado,2,4,semanal,sim,1
979,medio_risco,25,24527,masculino,solteiro,1,2,mensal,sim,1
980,medio_risco,23,24527,masculino,casado,1,2,semanal,sim,2
981,alto_risco,40,24519,feminino,casado,2,4,mensal,sim,2
982,medio_risco,20,NA,masculino,NA,1,2,semanal,NA,NA
983,medio_risco,20,NA,feminino,solteiro,NA,NA,semanal,nao,1
984,medio_risco,24,24517,masculino,casado,2,2,semanal,sim,1
985,medio_risco,46,24515,masculino,divorciado,2,NA,semanal,nao,2
986,baixo_risco,22,24515,feminino,NA,0,3,mensal,sim,1
987,medio_risco,21,24512,masculino,NA,1,1,mensal,nao,1
988,medio_risco,21,NA,feminino,casado,2,2,semanal,sim,2
989,medio_risco,NA,24508,feminino,casado,1,0,semanal,sim,1
990,medio_risco,32,NA,feminino,solteiro,1,2,mensal,sim,1
991,medio_risco,26,NA,masculino,casado,2,0,semanal,sim,2
992,medio_risco,21,24504,feminino,solteiro,0,NA,mensal,NA,1
993,baixo_risco,22,24497,feminino,casado,NA,2,semanal,sim,1
994,medio_risco,19,24497,masculino,casado,2,2,semanal,sim,1
995,medio_risco,25,24489,NA,solteiro,1,3,semanal,nao,1
996,medio_risco,38,24484,feminino,casado,2,2,semanal,sim,1
997,medio_risco,47,24479,masculino,divorciado,NA,5,semanal,nao,2
998,medio_risco,22,24479,feminino,casado,1,2,mensal,sim,1
999,alto_risco,26,24472,NA,NA,0,1,mensal,nao,1
1000,medio_risco,21,24469,feminino,casado,2,NA,semanal,sim,1
1001,medio_risco,19,24465,feminino,casado,1,2,mensal,sim,1
1002,medio_risco,22,24464,masculino,solteiro,1,1,NA,nao,1
1003,medio_risco,37,24462,feminino,NA,2,NA,mensal,sim,1
1004,medio_risco,20,24462,feminino,casado,2,2,semanal,NA,1
1005,alto_risco,18,24454,masculino,casado,2,NA,mensal,sim,2
1006,medio_risco,NA,24452,feminino,casado,2,2,semanal,sim,1
1007,medio_risco,30,24450,feminino,solteiro,0,2,mensal,nao,1
1008,alto_risco,38,24443,masculino,NA,1,NA,NA,sim,1
1009,medio_risco,23,24429,NA,solteiro,NA,3,semanal,nao,1
1010,medio_risco,18,24429,feminino,casado,2,2,semanal,sim,2
1011,medio_risco,25,24428,feminino,casado,2,2,semanal,sim,2
1012,medio_risco,20,24421,masculino,solteiro,1,2,semanal,nao,1
1013,medio_risco,28,NA,feminino,casado,1,0,semanal,sim,2
1014,medio_risco,46,24411,feminino,divorciado,4,6,semanal,nao,3
1015,medio_risco,18,24405,NA,casado,1,0,mensal,sim,1
1016,medio_risco,30,24397,NA,casado,1,NA,mensal,sim,2
1017,medio_risco,23,24397,feminino,solteiro,0,2,mensal,sim,1
1018,medio_risco,21,24394,masculino,solteiro,0,1,semanal,sim,1
1019,medio_risco,43,24387,feminino,divorciado,2,6,semanal,sim,3
1020,baixo_risco,23,NA,masculino,solteiro,0,3,mensal,nao,1
1021,medio_risco,NA,24380,feminino,casado,1,NA,mensal,sim,1
1022,medio_risco,29,NA,feminino,solteiro,0,1,semanal,nao,1
1023,medio_risco,NA,24377,feminino,solteiro,NA,2,semanal,NA,1
1024,medio_risco,22,24377,masculino,casado,2,0,semanal,sim,2
1025,medio_risco,23,24376,feminino,solteiro,NA,1,mensal,NA,1
1026,alto_risco,28,24374,masculino,NA,4,NA,semanal,NA,3
1027,medio_risco,32,24374,feminino,solteiro,1,1,mensal,nao,1
1028,baixo_risco,47,24373,feminino,NA,3,6,NA,nao,NA
1029,medio_risco,21,24364,feminino,casado,1,2,NA,sim,1
1030,medio_risco,21,24362,feminino,solteiro,0,NA,mensal,nao,NA
1031,medio_risco,23,24355,feminino,casado,2,0,mensal,sim,NA
1032,alto_risco,NA,NA,masculino,casado,2,0,mensal,sim,2
1033,medio_risco,NA,24350,feminino,casado,2,1,mensal,sim,2
1034,medio_risco,45,24345,masculino,divorciado,2,6,semanal,nao,2
1035,medio_risco,26,24342,masculino,solteiro,1,3,mensal,nao,1
1036,medio_risco,21,24335,masculino,casado,2,2,mensal,sim,2
1037,medio_risco,28,24332,feminino,casado,1,0,semanal,sim,1
1038,baixo_risco,19,24332,masculino,NA,2,2,mensal,sim,2
1039,medio_risco,37,24330,masculino,casado,1,0,semanal,sim,2
1040,medio_risco,28,24328,masculino,casado,1,2,semanal,sim,2
1041,alto_risco,27,24327,masculino,divorciado,3,5,semanal,sim,2
1042,medio_risco,20,24322,masculino,casado,1,0,mensal,sim,2
1043,medio_risco,24,24317,feminino,solteiro,0,3,semanal,sim,1
1044,medio_risco,28,24315,masculino,casado,1,1,mensal,sim,NA
1045,medio_risco,21,24315,feminino,NA,NA,3,semanal,nao,1
1046,alto_risco,47,24314,masculino,divorciado,3,6,semanal,nao,3
1047,medio_risco,42,NA,feminino,divorciado,3,5,semanal,sim,NA
1048,medio_risco,18,24313,masculino,casado,2,0,semanal,sim,1
1049,medio_risco,25,24312,feminino,casado,2,0,mensal,sim,2
1050,alto_risco,31,24311,feminino,solteiro,0,3,NA,nao,1
1051,medio_risco,24,24307,feminino,casado,2,0,semanal,sim,NA
1052,baixo_risco,44,24305,masculino,divorciado,3,5,semanal,nao,NA
1053,alto_risco,41,24304,masculino,casado,NA,4,mensal,sim,NA
1054,medio_risco,21,NA,masculino,solteiro,1,2,semanal,nao,1
1055,medio_risco,20,24296,feminino,casado,1,NA,semanal,sim,1
1056,alto_risco,35,NA,feminino,casado,3,3,semanal,sim,1
1057,medio_risco,23,24290,masculino,NA,2,1,mensal,sim,1
1058,medio_risco,20,24290,masculino,solteiro,1,1,NA,nao,1
1059,medio_risco,25,24284,masculino,NA,0,3,mensal,NA,1
1060,medio_risco,22,24281,feminino,casado,2,2,semanal,sim,1
1061,alto_risco,41,24271,feminino,casado,3,3,mensal,NA,2
1062,baixo_risco,47,NA,feminino,divorciado,2,NA,semanal,sim,3
1063,medio_risco,27,24268,masculino,casado,1,1,semanal,sim,NA
1064,medio_risco,19,24258,masculino,casado,1,NA,mensal,sim,2
1065,medio_risco,21,24252,feminino,casado,1,1,mensal,sim,1
1066,medio_risco,28,24250,feminino,casado,2,2,NA,sim,NA
1067,medio_risco,25,24248,masculino,solteiro,NA,2,mensal,nao,1
1068,medio_risco,21,24247,NA,casado,1,1,mensal,NA,2
1069,medio_risco,23,24246,masculino,solteiro,1,1,mensal,nao,1
1070,medio_risco,27,24245,feminino,casado,2,0,semanal,sim,1
1071,medio_risco,20,24245,masculino,casado,2,2,mensal,sim,1
1072,alto_risco,43,NA,NA,divorciado,2,5,semanal,nao,2
1073,medio_risco,18,24241,NA,casado,2,2,mensal,sim,2
1074,medio_risco,20,24240,NA,solteiro,1,2,semanal,sim,1
1075,medio_risco,23,24236,NA,casado,2,NA,NA,sim,1
1076,medio_risco,24,24229,masculino,solteiro,0,2,NA,nao,1
1077,medio_risco,20,24228,masculino,solteiro,0,NA,semanal,sim,1
1078,medio_risco,24,24227,masculino,casado,1,NA,semanal,sim,1
1079,medio_risco,24,24225,feminino,solteiro,1,1,semanal,nao,1
1080,medio_risco,26,24221,masculino,solteiro,0,2,mensal,sim,1
1081,alto_risco,21,24220,masculino,solteiro,0,3,mensal,nao,1
1082,medio_risco,19,24217,masculino,casado,1,1,NA,sim,2
1083,alto_risco,34,24203,feminino,casado,3,3,semanal,sim,1
1084,medio_risco,28,24191,feminino,solteiro,1,1,mensal,sim,1
1085,medio_risco,21,24175,masculino,solteiro,1,NA,semanal,NA,1
1086,medio_risco,19,24175,masculino,NA,2,1,semanal,sim,1
1087,medio_risco,NA,24172,feminino,divorciado,3,5,semanal,nao,3
1088,medio_risco,41,24160,feminino,NA,2,6,semanal,nao,2
1089,medio_risco,23,24157,masculino,solteiro,0,2,mensal,sim,1
1090,medio_risco,25,24150,masculino,casado,1,1,semanal,NA,NA
1091,alto_risco,20,24148,masculino,NA,NA,3,semanal,sim,1
1092,medio_risco,24,24146,feminino,casado,1,NA,semanal,sim,1
1093,medio_risco,32,24136,masculino,casado,2,1,mensal,sim,2
1094,medio_risco,19,24135,feminino,casado,2,2,semanal,sim,1
1095,medio_risco,23,24131,feminino,solteiro,0,NA,semanal,NA,1
1096,medio_risco,19,24127,feminino,casado,NA,1,semanal,sim,2
1097,medio_risco,20,NA,feminino,NA,1,2,semanal,sim,2
1098,medio_risco,37,24112,masculino,solteiro,1,3,mensal,NA,1
1099,medio_risco,23,24101,masculino,solteiro,0,2,semanal,nao,1
1100,medio_risco,25,24099,feminino,NA,1,2,NA,sim,1
1101,medio_risco,NA,24098,feminino,solteiro,1,3,semanal,nao,1
1102,medio_risco,25,24097,feminino,casado,1,1,mensal,sim,1
1103,baixo_risco,38,24081,feminino,divorciado,2,5,NA,nao,2
1104,medio_risco,NA,24081,masculino,divorciado,4,NA,semanal,NA,3
1105,medio_risco,25,24076,masculino,solteiro,0,3,semanal,sim,1
1106,medio_risco,46,24072,feminino,divorciado,2,6,semanal,NA,3
1107,medio_risco,25,24069,feminino,solteiro,0,1,mensal,nao,NA
1108,medio_risco,25,24067,feminino,solteiro,0,3,semanal,nao,1
1109,medio_risco,23,24061,NA,casado,NA,0,semanal,sim,2
1110,medio_risco,19,24058,masculino,casado,NA,1,NA,sim,NA
1111,alto_risco,42,24057,feminino,divorciado,4,6,semanal,nao,3
1112,alto_risco,NA,24056,masculino,NA,3,3,mensal,sim,1
1113,alto_risco,NA,24052,feminino,casado,2,4,semanal,sim,1
1114,medio_risco,22,24049,feminino,casado,1,NA,mensal,sim,2
1115,medio_risco,21,24042,feminino,solteiro,1,1,mensal,sim,1
1116,alto_risco,28,24039,masculino,divorciado,3,6,semanal,nao,3
1117,alto_risco,46,24039,masculino,casado,NA,3,mensal,sim,1
1118,medio_risco,46,NA,feminino,divorciado,NA,5,semanal,nao,3
1119,medio_risco,19,24034,feminino,casado,2,NA,semanal,sim,1
1120,alto_risco,48,24027,feminino,divorciado,4,5,semanal,nao,2
1121,alto_risco,47,24025,feminino,casado,3,NA,semanal,sim,1
1122,alto_risco,50,24017,masculino,divorciado,3,6,semanal,nao,2
1123,alto_risco,30,24013,feminino,NA,2,4,NA,sim,2
1124,medio_risco,36,24012,feminino,casado,2,0,NA,sim,2
1125,medio_risco,22,24006,NA,casado,1,2,semanal,sim,1
1126,medio_risco,25,24e3,feminino,casado,1,1,semanal,sim,2
1127,alto_risco,19,23997,masculino,casado,2,0,semanal,sim,2
1128,medio_risco,24,23993,masculino,solteiro,1,3,NA,sim,1
1129,medio_risco,NA,23992,masculino,solteiro,1,1,semanal,sim,1
1130,medio_risco,21,23991,feminino,casado,1,1,semanal,sim,1
1131,medio_risco,NA,23986,feminino,NA,1,1,mensal,sim,1
1132,medio_risco,NA,23983,feminino,casado,1,2,mensal,sim,2
1133,medio_risco,NA,23982,feminino,casado,1,2,mensal,sim,NA
1134,medio_risco,33,23980,masculino,solteiro,0,3,semanal,nao,1
1135,medio_risco,18,NA,feminino,casado,2,0,semanal,NA,2
1136,medio_risco,29,23969,feminino,casado,2,0,mensal,sim,1
1137,medio_risco,23,23955,feminino,casado,2,1,NA,NA,1
1138,alto_risco,50,23952,feminino,divorciado,2,6,semanal,nao,3
1139,medio_risco,23,23951,feminino,solteiro,1,3,semanal,nao,1
1140,medio_risco,27,23949,feminino,solteiro,NA,2,semanal,nao,1
1141,alto_risco,18,23946,NA,casado,NA,NA,mensal,sim,2
1142,medio_risco,47,23940,NA,NA,2,5,NA,nao,3
1143,baixo_risco,41,23937,masculino,divorciado,3,NA,semanal,sim,3
1144,medio_risco,19,23933,masculino,NA,2,0,mensal,sim,1
1145,medio_risco,24,NA,masculino,solteiro,1,2,mensal,sim,1
1146,medio_risco,20,23921,masculino,casado,NA,2,semanal,sim,1
1147,alto_risco,43,23910,feminino,casado,NA,4,mensal,sim,2
1148,medio_risco,29,NA,masculino,casado,1,0,semanal,sim,NA
1149,baixo_risco,42,23902,NA,divorciado,2,5,semanal,sim,3
1150,alto_risco,44,23900,feminino,casado,3,4,semanal,sim,1
1151,alto_risco,30,23894,masculino,solteiro,1,2,semanal,sim,NA
1152,alto_risco,22,23893,masculino,solteiro,1,2,mensal,nao,1
1153,medio_risco,22,23891,feminino,NA,0,1,mensal,nao,1
1154,alto_risco,22,23890,masculino,casado,NA,1,mensal,sim,NA
1155,medio_risco,NA,23889,feminino,NA,1,3,semanal,NA,1
1156,medio_risco,23,23885,feminino,casado,1,2,NA,sim,2
1157,medio_risco,20,23875,masculino,solteiro,1,2,mensal,sim,1
1158,alto_risco,40,23874,masculino,divorciado,4,6,semanal,nao,2
1159,alto_risco,28,23871,masculino,casado,3,NA,semanal,sim,2
1160,alto_risco,NA,23861,NA,divorciado,NA,5,semanal,sim,3
1161,medio_risco,NA,23853,feminino,casado,1,0,mensal,sim,1
1162,alto_risco,41,NA,feminino,divorciado,2,5,semanal,nao,2
1163,medio_risco,27,23851,masculino,solteiro,0,3,semanal,sim,1
1164,alto_risco,36,23848,masculino,solteiro,0,2,mensal,nao,NA
1165,medio_risco,20,23848,masculino,casado,NA,1,semanal,sim,2
1166,medio_risco,23,23845,masculino,casado,1,1,semanal,sim,NA
1167,baixo_risco,47,23838,feminino,divorciado,NA,6,NA,sim,2
1168,baixo_risco,NA,23837,NA,divorciado,3,6,semanal,sim,3
1169,baixo_risco,41,23836,feminino,divorciado,4,5,semanal,sim,3
1170,baixo_risco,23,23834,feminino,casado,2,1,NA,sim,1
1171,medio_risco,21,23834,masculino,casado,NA,2,semanal,sim,1
1172,alto_risco,44,23830,masculino,NA,3,3,mensal,sim,1
1173,medio_risco,23,23830,feminino,solteiro,1,2,NA,nao,1
1174,medio_risco,25,23827,feminino,casado,1,NA,mensal,sim,2
1175,medio_risco,21,23821,feminino,solteiro,1,2,NA,sim,1
1176,medio_risco,38,23819,feminino,casado,2,0,NA,sim,1
1177,alto_risco,19,23816,feminino,casado,1,0,mensal,sim,2
1178,alto_risco,45,23808,masculino,divorciado,4,NA,semanal,sim,3
1179,medio_risco,30,23806,feminino,casado,NA,4,NA,sim,2
1180,alto_risco,43,23805,feminino,divorciado,2,5,semanal,nao,3
1181,medio_risco,18,23796,masculino,casado,2,2,semanal,sim,1
1182,medio_risco,22,23793,feminino,solteiro,0,2,mensal,sim,1
1183,alto_risco,38,23788,masculino,divorciado,4,5,semanal,nao,2
1184,medio_risco,NA,23786,masculino,solteiro,0,1,NA,nao,1
1185,baixo_risco,25,23784,masculino,casado,1,2,semanal,sim,2
1186,medio_risco,24,23779,masculino,solteiro,NA,2,semanal,sim,1
1187,medio_risco,34,23778,masculino,casado,2,NA,NA,sim,1
1188,medio_risco,20,23766,NA,solteiro,1,2,mensal,NA,1
1189,medio_risco,20,23755,masculino,casado,1,0,mensal,sim,2
1190,medio_risco,27,23751,masculino,solteiro,1,1,mensal,sim,1
1191,medio_risco,40,23746,NA,divorciado,2,5,semanal,sim,2
1192,alto_risco,44,23742,feminino,casado,3,3,semanal,sim,1
1193,medio_risco,30,NA,masculino,casado,2,0,mensal,sim,1
1194,medio_risco,21,23739,feminino,casado,2,0,NA,sim,2
1195,medio_risco,24,23735,NA,solteiro,0,1,semanal,nao,NA
1196,medio_risco,21,23735,NA,solteiro,1,3,mensal,nao,NA
1197,medio_risco,NA,23733,masculino,casado,1,2,semanal,sim,1
1198,alto_risco,46,23732,NA,divorciado,2,6,semanal,nao,2
1199,medio_risco,24,23729,masculino,NA,2,1,semanal,sim,2
1200,medio_risco,25,23721,masculino,solteiro,0,1,semanal,sim,1
1201,alto_risco,21,NA,feminino,solteiro,0,1,NA,sim,1
1202,medio_risco,NA,23714,masculino,solteiro,1,1,mensal,nao,1
1203,medio_risco,25,23714,NA,casado,2,1,mensal,sim,1
1204,medio_risco,25,NA,feminino,solteiro,1,2,semanal,nao,1
