ano,estado,municipio,t_agua,t_banagua,t_lixo,t_luz,T_ANALF18M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_ATRASO_2_MED
2010,Minas Gerais,Bonfim,87.55,96.86,94.52,99.96,13.28,27.95,22.99,9.36
2010,Minas Gerais,Bonfinópolis de Minas,81.72,92.16,99.72,94.99,13.88,13.86,12.57,2.87
2010,Minas Gerais,Bonito de Minas,40.61,38.31,90.7,89.67,29.85,22.85,17.41,9.46
2010,Minas Gerais,Borda da Mata,96.13,99.42,99.75,99.97,8.66,15.45,15.83,2.92
2010,Minas Gerais,Botelhos,93.14,95.83,99.85,99.94,9.71,11.1,8.22,6.77
2010,Minas Gerais,Botumirim,80.32,67.45,74.92,96.47,18.73,23.11,23.6,10.42
2010,Minas Gerais,Brasilândia de Minas,95.15,91.72,98.46,97.94,11.45,25.67,23.42,6.53
2010,Minas Gerais,Brasília de Minas,74.17,80.45,84.67,98.13,16.7,12.88,10.43,7.43
2010,Minas Gerais,Brás Pires,82.52,96.67,98.84,97.92,14.73,12.43,10.83,6.51
2010,Minas Gerais,Braúnas,75.61,94.76,89.64,98.78,19.8,23.01,22.65,3.99
2010,Minas Gerais,Brasópolis,83.75,99.16,99.73,99.28,10.73,20,16.38,8.44
2010,Minas Gerais,Brumadinho,82.68,97.92,98.74,99.06,6.77,18.64,15.4,5.13
2010,Minas Gerais,Bueno Brandão,77.66,97.7,100,99.91,10.96,13.96,12.52,2.24
2010,Minas Gerais,Buenópolis,78.11,85.84,99.37,98.63,16.57,29.39,27.94,15.07
2010,Minas Gerais,Bugre,95.73,99.39,100,99.71,20.09,12.04,9,9.66
2010,Minas Gerais,Buritis,82.61,92.64,98.1,95.44,16.42,19.86,15.79,7.93
2010,Minas Gerais,Buritizeiro,93.06,87.27,88.78,97.02,15.01,19.28,16.28,5.81
2010,Minas Gerais,Cabeceira Grande,92.97,97.44,98.31,99.02,15.67,20.85,15.92,11.66
2010,Minas Gerais,Cabo Verde,86.18,91.12,99.62,99.84,11.08,19.86,18.64,0
2010,Minas Gerais,Cachoeira da Prata,98.92,99.66,99.78,100,4.06,16.1,14.65,6.72
2010,Minas Gerais,Cachoeira de Minas,88.07,97.23,100,99.76,9.05,12.36,11.68,5.49
2010,Minas Gerais,Cachoeira Dourada,97.57,98.71,100,100,12.98,12.46,7.1,20.6
2010,Minas Gerais,Caetanópolis,90.44,84.29,93.2,99.08,5.49,11.88,10.44,5.25
2010,Minas Gerais,Caeté,95.11,97.54,96.59,99.63,5.41,21.15,21.43,5.62
2010,Minas Gerais,Caiana,87.48,99.19,96.93,99.89,14.35,24.66,23.71,5.55
2010,Minas Gerais,Cajuri,97.66,99.26,96.47,99.87,12.35,21.16,14.86,0
2010,Minas Gerais,Caldas,79.52,90.26,99.15,99.56,8.56,19.85,19.21,2.87
2010,Minas Gerais,Camacho,86.54,99.54,98.53,99.94,13.87,9.29,7.18,0
2010,Minas Gerais,Camanducaia,84.64,96.48,99.82,99.53,11.55,19.53,17.83,16.88
2010,Minas Gerais,Cambuí,94.08,98.33,100,99.88,7.67,12.54,12.03,3.59
2010,Minas Gerais,Cambuquira,94.13,99.39,98.34,99.57,9.75,21.08,13.86,9.23
2010,Minas Gerais,Campanário,94.78,94.93,96.84,97.08,19.29,26.44,20.23,12.46
2010,Minas Gerais,Campanha,95.9,97.23,99.2,99.51,8.49,19.92,17.14,7.31
2010,Minas Gerais,Campestre,83.4,98.89,99.78,99.64,9.13,17.42,17.24,2.65
2010,Minas Gerais,Campina Verde,95.86,97.87,99.43,98.7,8.5,18.09,17.81,2.99
2010,Minas Gerais,Campo Azul,68.82,66.96,93.88,98.68,23.67,11.71,10.25,1.8
2010,Minas Gerais,Campo Belo,97.82,98.76,99.67,100,9.17,19.44,14.95,16.23
2010,Minas Gerais,Campo do Meio,98.15,98.08,99.88,99,10.82,15.56,14.87,0.94
2010,Minas Gerais,Campo Florido,95.66,96.05,97.48,97.7,9.24,21.26,18.05,12.94
2010,Minas Gerais,Campos Altos,97.83,99.29,99.77,99.4,10.51,18.21,14.19,6.34
2010,Minas Gerais,Campos Gerais,95.85,98.95,99.73,99.92,12.25,20.51,19.8,4.77
2010,Minas Gerais,Canaã,88.37,98.47,99.85,99.82,15.54,13.22,10.57,10.15
2010,Minas Gerais,Canápolis,97.53,99.87,99.52,99.95,15.54,15.37,14.68,4.99
2010,Minas Gerais,Cana Verde,96.32,99.17,99.4,99.93,12.94,10.57,8,5.2
2010,Minas Gerais,Candeias,92.75,98.1,99.15,100,14.74,22.35,20.76,9.58
2010,Minas Gerais,Cantagalo,90.23,79.73,83.07,99.33,16.83,28.3,26.23,3.7
2010,Minas Gerais,Caparaó,66.86,99.83,98.93,99.52,15.48,23.28,24.01,0
2010,Minas Gerais,Capela Nova,92.27,99.17,98.36,99.71,11.41,17.05,14.41,10.41
2010,Minas Gerais,Capelinha,91.34,81.56,98.08,99.75,20.69,16.47,13.5,6.42
2010,Minas Gerais,Capetinga,99.42,99.65,99.63,99.87,12.01,17.9,15.96,3.53
2010,Minas Gerais,Capim Branco,98.49,97.49,98.24,100,6.87,19.71,16.32,9.3
2010,Minas Gerais,Capinópolis,96.75,98.5,99.64,99.93,13.31,16.48,14.65,3.28
2010,Minas Gerais,Capitão Andrade,97.22,91.83,94.58,99.74,18.87,27.57,23.8,9.97
2010,Minas Gerais,Capitão Enéas,83.08,77.36,87.3,98.99,19.99,17.57,15.29,8.58
2010,Minas Gerais,Capitólio,90.76,99.65,98.51,99.8,7.54,13.71,11.38,6.5
2010,Minas Gerais,Caputira,94.86,93.7,99.42,99.63,14.15,19.88,16.69,6.31
2010,Minas Gerais,Caraí,60.54,63.55,89.13,89.88,29.16,24.47,19.41,8.38
2010,Minas Gerais,Caranaíba,77.89,93.53,99.01,99.77,9.64,21.48,16.99,2.88
2010,Minas Gerais,Carandaí,91.77,96.61,99.24,99.85,7.7,10.87,6.33,2.23
2010,Minas Gerais,Carangola,95.63,99.18,99.48,99.83,10.75,18.13,15.17,3.34
2010,Minas Gerais,Caratinga,95.98,97.48,97.63,99.7,10.16,15.24,13.33,5.88
2010,Minas Gerais,Carbonita,88.56,91.2,95.8,98.66,20.67,22.64,17.29,5.81
2010,Minas Gerais,Careaçu,93.51,92.32,99.93,99.79,13.82,20.46,20.35,2.49
2010,Minas Gerais,Carlos Chagas,94,94.56,97.99,98.61,23.63,27.71,24.36,11.57
2010,Minas Gerais,Carmésia,84.47,96.08,97.04,94.71,16.35,24.67,21.51,10.36
2010,Minas Gerais,Carmo da Cachoeira,95.96,98.95,99.9,99.74,10.69,25.63,21.68,7.28
2010,Minas Gerais,Carmo da Mata,96.13,95.19,98.67,99.76,8.86,17.08,17.66,2.91
2010,Minas Gerais,Carmo de Minas,91.39,96.05,98.69,99.87,11.49,22.71,19.51,6.47
2010,Minas Gerais,Carmo do Cajuru,97.11,99.85,100,100,6.76,21.66,19.2,17.52
2010,Minas Gerais,Carmo do Paranaíba,93.09,96.02,99.44,99.77,9.23,22.66,20.82,4.61
2010,Minas Gerais,Carmo do Rio Claro,92.16,99.36,100,100,9.39,11.61,10.01,3.2
2010,Minas Gerais,Carmópolis de Minas,96.97,99.59,99.38,99.97,5.55,17.39,15.19,8.03
2010,Minas Gerais,Carneirinho,98,97.04,98.04,99.69,12.31,18.32,18.31,0
2010,Minas Gerais,Carrancas,83.72,99.29,99.87,99.15,8.59,20.65,16.47,7.03
2010,Minas Gerais,Carvalhópolis,91.61,100,100,99.75,8.78,15.39,15.63,4.45
2010,Minas Gerais,Carvalhos,70.75,98.51,96.83,98.89,16.12,16.79,10.33,10.2
2010,Minas Gerais,Casa Grande,82.6,98.77,97.27,99.92,6.22,22.77,22.48,3.39
2010,Minas Gerais,Cascalho Rico,90.59,96.51,99.14,100,6.83,12.1,10.37,12.7
2010,Minas Gerais,Cássia,96.8,98.58,99.67,99.84,11.32,19.52,17.45,4.16
2010,Minas Gerais,Conceição da Barra de Minas,85.25,97.58,97.89,99.18,8.83,24.88,28.45,2.54
2010,Minas Gerais,Cataguases,99.49,99.43,99.11,99.97,5.96,16.58,14.27,3.53
2010,Minas Gerais,Catas Altas,92.29,96.27,99.42,100,6.55,19.49,16.26,0
2010,Minas Gerais,Catas Altas da Noruega,74.15,92.31,96.81,99.53,14.68,30.59,22.27,17.46
2010,Minas Gerais,Catuji,59.07,68.21,94.97,88.91,27.14,39.6,34.9,16.79
2010,Minas Gerais,Catuti,89.23,65.06,97.56,99.22,30.92,9.64,7.17,4.33
2010,Minas Gerais,Caxambu,98.78,99.82,98.23,99.82,6.33,19.72,15.21,11.4
2010,Minas Gerais,Cedro do Abaeté,95.51,98.46,90.96,99.82,15.19,12.75,9.26,10.83
2010,Minas Gerais,Central de Minas,97.25,98.17,92.7,99.54,21.39,20.62,17.27,8.37
2010,Minas Gerais,Centralina,98.18,85.34,98.65,99.61,12.61,18.83,17.68,7.22
2010,Minas Gerais,Chácara,87.36,99.25,100,100,12.42,29.19,24.9,2.88
2010,Minas Gerais,Chalé,84.26,94.26,98.05,98.8,17.32,17.74,15.86,3.7
2010,Minas Gerais,Chapada do Norte,51.27,61.08,89.25,96.1,27.53,22.91,18.12,9.81
2010,Minas Gerais,Chapada Gaúcha,70.01,63.83,89.44,95.67,18.39,28.35,23.78,6.97
2010,Minas Gerais,Chiador,96.15,98.6,99.14,100,11.9,27.28,21.76,10.6
2010,Minas Gerais,Cipotânea,74.24,95.52,97.04,94.74,13.82,15.65,10.36,21.07
2010,Minas Gerais,Claraval,79.9,99.64,100,99.86,8.55,14.23,12.64,5.84
2010,Minas Gerais,Claro dos Poções,89.53,86.21,94.89,96.84,18.16,10.64,9.76,2.71
2010,Minas Gerais,Cláudio,95.27,99.07,99.49,99.85,5.22,17.26,13.8,10.01
2010,Minas Gerais,Coimbra,98.33,99.32,99.61,99.73,10.78,16.09,12.5,3.17
2010,Minas Gerais,Coluna,75.3,78.38,91.84,97.33,22.53,30.3,26.15,16.05
2010,Minas Gerais,Comendador Gomes,97.21,94.75,100,98.02,9.27,10.22,7.49,8.41
2010,Minas Gerais,Comercinho,74,72.56,92.17,93.61,26.14,29.54,24.79,15.28
2010,Minas Gerais,Conceição da Aparecida,87.73,99.09,99.83,100,9.49,8.14,7.54,1.88
2010,Minas Gerais,Conceição das Pedras,83.27,99.31,100,99.83,10,27.64,31.26,0
2010,Minas Gerais,Conceição das Alagoas,97.77,99.24,98.06,99.85,9.17,23.27,21.85,5.91
2010,Minas Gerais,Conceição de Ipanema,82.49,89.67,97.59,99.24,15.89,15.88,15.83,10.5
2010,Minas Gerais,Conceição do Mato Dentro,81.23,85.54,83.8,95.39,19.44,22.65,18.65,14.53
2010,Minas Gerais,Conceição do Pará,94.47,99.79,98.31,99.4,9.74,13.16,11.34,7.25
2010,Minas Gerais,Conceição do Rio Verde,95.84,99.42,98.87,99.79,13.99,21.13,15.05,13.24
2010,Minas Gerais,Conceição dos Ouros,96.58,86.36,100,99.85,7.28,16.61,16.22,3.65
2010,Minas Gerais,Cônego Marinho,65.52,66.93,70.92,96.67,20.65,17.65,11.24,8.28
2010,Minas Gerais,Confins,98.94,99.35,98.3,99.9,5.22,16.32,14.37,5.94
2010,Minas Gerais,Congonhal,93.53,97.65,99.6,99.84,10.52,12.29,11.29,1.32
2010,Minas Gerais,Congonhas,95.04,96.41,98.88,99.81,4.76,21.06,18.72,3.58
2010,Minas Gerais,Congonhas do Norte,87.08,75.11,70.25,93.26,28.81,25.33,23.15,9.62
2010,Minas Gerais,Conquista,95.78,99.65,97.88,99.86,11.06,16.85,12.24,7.34
2010,Minas Gerais,Conselheiro Lafaiete,98.98,99.29,98.07,99.9,3.72,15.12,11.54,6.59
2010,Minas Gerais,Conselheiro Pena,95.07,98.64,93.54,99.45,17.41,19.74,16.28,10.12
2010,Minas Gerais,Consolação,77.86,98.96,100,100,13.73,7.51,5.4,0
2010,Minas Gerais,Contagem,99.61,97.52,99.57,99.95,3.74,15.81,13.35,6.49
2010,Minas Gerais,Coqueiral,94.87,99.78,99.72,100,8.96,17.44,14.71,11.53
2010,Minas Gerais,Coração de Jesus,62.05,73.79,55.76,97.68,19.62,13.9,10.93,9.3
2010,Minas Gerais,Cordisburgo,90.52,92.9,92.67,99.49,11.52,17.26,17.07,5.72
2010,Minas Gerais,Cordislândia,98.4,99.54,100,99.71,14.99,19.04,17.23,6.53
2010,Minas Gerais,Corinto,91.83,88.58,94.76,99.45,10.75,24.79,22.82,1.28
2010,Minas Gerais,Coroaci,86.83,86.02,90.88,98.11,16.74,26.19,21.47,10.24
2010,Minas Gerais,Coromandel,89.24,96.56,95.5,98.56,8.59,23.75,21.34,4.92
2010,Minas Gerais,Coronel Fabriciano,97.54,97.67,98.36,99.84,6.45,15,12.31,6.48
2010,Minas Gerais,Coronel Murta,78.87,82.15,84.89,98.17,21.29,23.27,25.07,7.31
2010,Minas Gerais,Coronel Pacheco,90.28,99.65,98.94,99.63,12.18,30.99,26.88,14.3
2010,Minas Gerais,Coronel Xavier Chaves,83.75,99.26,99.63,99.65,6.38,24.01,14.79,5.01
2010,Minas Gerais,Córrego Danta,94.37,96.51,98.61,99.7,9.65,22.32,16.93,0
2010,Minas Gerais,Córrego do Bom Jesus,71.33,99.02,100,100,12.77,7.12,4.09,0
2010,Minas Gerais,Córrego Fundo,91.54,96.26,94.36,99.93,10.02,9.53,6.98,2.04
2010,Minas Gerais,Córrego Novo,91.17,96.96,98.88,97.57,23.01,23.17,18.87,26.8
2010,Minas Gerais,Couto de Magalhães de Minas,90.72,96.35,93.48,99.85,12.52,16.65,13.21,9.98
2010,Minas Gerais,Crisólita,83.88,44.81,93.66,90.05,38.27,26.88,22.97,7.15
2010,Minas Gerais,Cristais,96.1,99.09,99.51,99.66,10.4,21.33,18.44,4.31
2010,Minas Gerais,Cristália,84.66,73.77,77.98,92.3,21.74,32.78,31.41,14.62
2010,Minas Gerais,Cristiano Otoni,93.99,98.83,97.89,100,6.49,17.24,15.42,1.28
2010,Minas Gerais,Cristina,83.5,99.7,100,99.54,9.94,19.33,17.99,2.79
2010,Minas Gerais,Crucilândia,88.59,99.56,99.27,99.94,14.61,16.44,13.23,8.92
2010,Minas Gerais,Cruzeiro da Fortaleza,91.63,99.72,99.67,99.92,11.65,22.41,19.5,9.55
2010,Minas Gerais,Cruzília,96.78,99.04,99.47,100,11.09,17.2,11.91,12.13
2010,Minas Gerais,Cuparaque,95.27,94.86,95.5,99.65,23.1,19.04,17.63,3.58
2010,Minas Gerais,Curral de Dentro,95.65,81.92,87.65,98.4,26.6,25.7,22.64,1.64
2010,Minas Gerais,Curvelo,96.69,92.4,96.73,99.53,8.35,17.83,14.91,8.27
2010,Minas Gerais,Datas,80.8,96.7,94.93,98.83,11.62,21.38,16.77,8.32
2010,Minas Gerais,Delfim Moreira,67.69,98.54,99.51,99.31,9.82,22.41,21.97,6.32
2010,Minas Gerais,Delfinópolis,96.52,99.77,99.79,99.34,11.01,10.29,9.84,0
2010,Minas Gerais,Delta,99.62,99.38,99.62,99.88,13.92,38.94,33.69,14.95
2010,Minas Gerais,Descoberto,96.98,86.95,99.48,100,9.02,12.57,14.04,1.3
2010,Minas Gerais,Desterro de Entre Rios,81.83,89.71,97.03,99.53,15.22,21.05,20.38,5.87
2010,Minas Gerais,Desterro do Melo,76.67,92.35,99.45,99.56,18.76,21.22,13.7,9.95
2010,Minas Gerais,Diamantina,92.61,91.78,88.14,99.07,9.97,20.3,18.1,4.86
2010,Minas Gerais,Diogo de Vasconcelos,88.04,93.94,98.84,99.62,18.87,33.1,29.35,13.65
2010,Minas Gerais,Dionísio,91.31,97.9,98.43,99.37,12.43,9.72,9.24,3.45
2010,Minas Gerais,Divinésia,99.04,99.8,99.49,98.87,9.91,15.98,14.04,3.84
2010,Minas Gerais,Divino,85.62,98.78,97.78,99.71,15.04,28.96,27.07,3.81
2010,Minas Gerais,Divino das Laranjeiras,93.75,97.98,84.95,99.49,19.82,17.21,12.3,5.01
2010,Minas Gerais,Divinolândia de Minas,95.73,85.48,83.58,99.29,15.08,20.14,17.65,11.34
2010,Minas Gerais,Divinópolis,99.18,99.28,99.24,99.9,3.99,11.9,9.88,4.01
2010,Minas Gerais,Divisa Alegre,96.48,79.93,97.6,98.65,24.22,19.79,14.01,5.92
2010,Minas Gerais,Divisa Nova,91.88,99.45,99.15,99.65,14.92,12.19,9.4,5.09
2010,Minas Gerais,Divisópolis,84.65,88.41,97.75,98.17,27.89,23.42,16.19,10.7
2010,Minas Gerais,Dom Bosco,75.32,93.52,99.2,96.44,17.04,10.01,9.5,4.16
2010,Minas Gerais,Dom Cavati,96.3,98.84,97.39,99.91,13.33,8.79,6.62,4.99
2010,Minas Gerais,Dom Joaquim,87.62,78.62,87.1,81.23,18.1,20.86,18.31,12.15
2010,Minas Gerais,Dom Silvério,89.25,99.06,98.81,100,10.53,6.86,3.93,5.06
2010,Minas Gerais,Dom Viçoso,79.81,98.77,100,100,10.79,5.91,4.92,5.05
2010,Minas Gerais,Dona Eusébia,95.64,99.14,99.25,99.94,9.2,20.22,19.69,7.03
2010,Minas Gerais,Dores de Campos,94.17,97.42,97.95,99.77,7.5,15.9,12.86,6.85
2010,Minas Gerais,Dores de Guanhães,65,85.4,95.8,98.32,20.74,20.22,11.76,16.61
2010,Minas Gerais,Dores do Indaiá,99.23,98.05,99.66,99.78,11.72,12.09,9.66,2.93
2010,Minas Gerais,Dores do Turvo,89.82,99.5,98.68,99.3,16.25,15.45,12.44,0.76
2010,Minas Gerais,Doresópolis,95.14,97.24,99.53,99.87,6.97,19.59,17.85,5.07
2010,Minas Gerais,Douradoquara,91.93,87.33,100,100,7.81,9.21,8.64,3.29
2010,Minas Gerais,Durandé,84.73,99.05,93.05,99.74,19.45,13.56,11.64,0
2010,Minas Gerais,Elói Mendes,97.23,94.54,99.45,99.76,12.07,21.65,17.06,7.2
2010,Minas Gerais,Engenheiro Caldas,94.42,96.69,97.55,99.91,19.63,27.88,26.92,0
2010,Minas Gerais,Engenheiro Navarro,83.37,95.1,92.83,99.64,18.97,13.07,9.79,9.67
2010,Minas Gerais,Entre Folhas,95.51,99.46,96.37,99.63,15.36,14.43,12.6,5.65
2010,Minas Gerais,Entre Rios de Minas,93.53,94.1,98.61,99.29,8.51,19.66,17.35,5.18
2010,Minas Gerais,Ervália,90.23,98.75,99.03,99.92,16.09,16.88,13.88,5.89
2010,Minas Gerais,Esmeraldas,93.97,92.92,89.39,99.1,9.28,18.45,15,5.7
2010,Minas Gerais,Espera Feliz,90.44,98.56,99.37,100,14.82,15.24,12.43,11.2
2010,Minas Gerais,Espinosa,80,72.32,85.45,97.05,25.32,17.9,14.7,5.08
2010,Minas Gerais,Espírito Santo do Dourado,79.66,98.01,99.83,99.89,11.87,9.18,6.86,8.77
2010,Minas Gerais,Estiva,84.65,99.16,100,99.91,9.72,10.9,8.88,3.43
2010,Minas Gerais,Estrela Dalva,89.23,99.15,99.67,99.61,17.54,19.95,15.71,3.92
2010,Minas Gerais,Estrela do Indaiá,91.02,99.08,94.2,100,14.35,18.29,13.32,20.44
2010,Minas Gerais,Estrela do Sul,92.76,97.25,94.9,99,12.13,18.32,15.17,6.47
2010,Minas Gerais,Eugenópolis,94.46,99.87,99.54,99.95,12.76,17.51,13.28,19.29
2010,Minas Gerais,Ewbank da Câmara,99.45,98.77,99.91,99.61,11.14,14.25,11.41,4.11
2010,Minas Gerais,Extrema,89.87,95.64,99.41,99.96,6.6,14.57,11.89,0
2010,Minas Gerais,Fama,93.41,100,99.88,99.78,10.51,14.39,9.25,0
2010,Minas Gerais,Faria Lemos,94.64,97.77,100,99.51,15.3,14.78,11.72,3.25
2010,Minas Gerais,Felício dos Santos,88.82,88.2,91.03,99.52,19.11,23.53,17.26,23.3
2010,Minas Gerais,São Gonçalo do Rio Preto,71.23,94.97,89.81,99.81,19.15,16.11,7.74,17.54
2010,Minas Gerais,Felisburgo,91.87,60.84,91.81,96.31,30.06,28.27,20.23,7.77
2010,Minas Gerais,Felixlândia,89.04,90.8,97.64,98.78,10.96,26.73,21.23,12.77
2010,Minas Gerais,Fernandes Tourinho,97.34,95.87,91.35,99.28,23.73,18.56,17.34,6.6
2010,Minas Gerais,Ferros,64.52,82.82,62.45,95.1,23.1,25.22,23.13,6.52
2010,Minas Gerais,Fervedouro,78.85,97.91,97.52,99.02,16.12,27.72,25.22,2.37
2010,Minas Gerais,Florestal,94.64,99.3,97.95,100,6.93,20.2,18.67,6.83
2010,Minas Gerais,Formiga,97.16,98.37,99.18,99.94,6.48,12,10.77,3.42
2010,Minas Gerais,Formoso,84.09,80.69,89.34,88.37,21.35,21.73,18.89,2.86
2010,Minas Gerais,Fortaleza de Minas,89.18,99.17,100,99.77,9.63,21.88,20.74,0
2010,Minas Gerais,Fortuna de Minas,86.34,96.63,99.12,100,9.19,12.26,11.34,0
2010,Minas Gerais,Francisco Badaró,78.24,62.11,94.64,97.21,24.06,21.22,17.41,9.27
2010,Minas Gerais,Francisco Dumont,59.49,83.84,84.18,98.48,20.46,14.47,13.64,7.5
2010,Minas Gerais,Francisco Sá,76.67,74.09,82.64,97.72,22.58,12.27,10.61,2.85
2010,Minas Gerais,Franciscópolis,78.83,64.47,95.5,94.91,33.19,24.91,21.37,17.57
2010,Minas Gerais,Frei Gaspar,89.09,82.83,90.17,97.43,31.04,26.95,23.77,6.87
2010,Minas Gerais,Frei Inocêncio,88.63,94.07,96.88,98.15,19.13,18.51,12.14,13.39
2010,Minas Gerais,Frei Lagonegro,78.27,61.6,94.19,99.33,24.3,36.49,33.9,0
2010,Minas Gerais,Fronteira,97.79,98.15,98.99,99.84,11.17,16.03,14.53,2.38
2010,Minas Gerais,Fronteira dos Vales,81.73,83.5,84,95.25,33.76,26.63,22.18,23.24
2010,Minas Gerais,Fruta de Leite,54.69,56.15,82.34,95.08,37.41,23.91,18.19,6.1
2010,Minas Gerais,Frutal,96.35,96.36,99.24,99.84,6.86,20.92,20.8,3.9
2010,Minas Gerais,Funilândia,90.51,91.6,98.19,99.77,13.96,20.06,17.05,11.67
2010,Minas Gerais,Galiléia,95.75,97.93,82.27,99.19,20.79,15.59,13.72,4.79
2010,Minas Gerais,Gameleiras,87.73,75.2,70.51,96.73,27.77,9.82,6.91,7.48
2010,Minas Gerais,Glaucilândia,72.8,83.25,94.94,99.56,14,18.87,19.08,8.54
2010,Minas Gerais,Goiabeira,96.67,98.13,91.18,99.78,23.95,30.02,27.88,2.63
2010,Minas Gerais,Goianá,96.86,99.7,100,100,11.15,19.78,17.58,4.68
2010,Minas Gerais,Gonçalves,58.85,98.33,100,99.46,14.08,6.96,2.91,4.57
2010,Minas Gerais,Gonzaga,86.15,83.24,95.58,99.43,21.28,12.91,8.18,14.06
2010,Minas Gerais,Gouveia,91.85,95.86,99.13,98.7,9.11,13.08,8.05,2.36
2010,Minas Gerais,Governador Valadares,98.49,98,98.1,99.87,8.06,18.34,15.38,6.19
2010,Minas Gerais,Grão Mogol,57.37,67.73,95.66,95.59,20.67,22.62,16.97,15.38
2010,Minas Gerais,Grupiara,97.62,98.52,99.6,100,8.27,18.6,18.08,0
2010,Minas Gerais,Guanhães,94.17,91.89,96.74,98.84,12.88,22.33,19.1,9.17
2010,Minas Gerais,Guapé,90.05,99.48,99.8,99.6,9.1,20.12,21.99,1.31
2010,Minas Gerais,Guaraciaba,84.88,84.11,99.34,98.55,18.89,19.46,15.32,4.31
2010,Minas Gerais,Guaraciama,81.64,91.68,97.54,98.35,18.93,10.84,10.97,2.71
2010,Minas Gerais,Guaranésia,98.93,99.77,99.27,100,11.95,17.23,13.18,8.13
2010,Minas Gerais,Guarani,97.02,97.69,99.38,99.37,12.5,32.93,31.26,8.4
2010,Minas Gerais,Guarará,98.18,98.45,100,100,9.19,30.36,29.1,1.89
2010,Minas Gerais,Guarda-Mor,81.22,94.61,99.9,98.49,11.39,13.78,11.94,13.07
2010,Minas Gerais,Guaxupé,99.35,99.5,99.39,99.98,6.33,18,16.3,6.71
2010,Minas Gerais,Guidoval,95.37,98.53,99,99.9,11.71,13.13,10.48,2.88
2010,Minas Gerais,Guimarânia,92.07,97.82,99.69,100,9.7,29.67,28.03,13.43
2010,Minas Gerais,Guiricema,91.64,99.23,98.51,100,13.58,8.12,7.54,2.49
2010,Minas Gerais,Gurinhatã,87.63,95.37,98.94,97.46,15.66,14.42,11.42,3.18
2010,Minas Gerais,Heliodora,88.98,99.88,99.83,99.93,13.81,22.93,22.16,2.9
2010,Minas Gerais,Iapu,95.88,98.01,97.9,99.88,17.59,17.24,14.39,9.47
2010,Minas Gerais,Ibertioga,90.96,98.04,96.22,99.94,14.97,19.7,17.07,0
2010,Minas Gerais,Ibiá,96.78,94.7,99.53,99.39,6.83,18.55,16.88,4.25
2010,Minas Gerais,Ibiaí,81.32,75.37,78.62,96.23,20.28,22.36,17.15,12.99
2010,Minas Gerais,Ibiracatu,83.59,71.06,88.24,98.33,28.18,26.28,22.19,4.22
2010,Minas Gerais,Ibiraci,97.56,97.5,99.89,99.51,10.03,12.52,9.02,8.64
2010,Minas Gerais,Ibirité,99.29,98.51,98.21,99.84,6.37,17.08,14.59,8.66
2010,Minas Gerais,Ibitiúra de Minas,86.28,96.95,99.68,100,12.16,10.46,10.1,0
2010,Minas Gerais,Ibituruna,98.15,99.65,99.56,100,11.41,31.54,29.98,16.24
2010,Minas Gerais,Icaraí de Minas,79.83,58.89,84.59,98.23,16.9,23.55,18.92,9.57
2010,Minas Gerais,Igarapé,97.09,97.52,94.7,100,7.82,22.58,16.39,16.31
2010,Minas Gerais,Igaratinga,93.07,99.55,98.78,99.72,7.62,16.53,14.91,7.82
2010,Minas Gerais,Iguatama,95.08,99.58,98.35,99.86,5.85,20.73,13.97,8.12
2010,Minas Gerais,Ijaci,97.22,99.24,96.23,99.95,7.36,14.06,9.39,11.68
2010,Minas Gerais,Ilicínea,90.94,99.51,99.58,100,10.14,27.05,29.56,4.2
2010,Minas Gerais,Imbé de Minas,89.95,93.51,96.42,99.51,18.6,23.23,22.32,20.56
2010,Minas Gerais,Inconfidentes,80.01,97.66,99.91,99.91,9.07,17.45,18.1,0
2010,Minas Gerais,Indaiabira,71.76,60.63,90.41,94.31,35.35,22.89,21.65,2.58
2010,Minas Gerais,Indianópolis,93.84,91.33,98.13,99.95,11.82,19.75,15.7,2.28
2010,Minas Gerais,Ingaí,88.01,99.32,98.57,100,8.7,26.64,24.55,1.62
2010,Minas Gerais,Inhapim,85.22,97.85,80.08,98.41,16.3,16.49,14.52,4.07
2010,Minas Gerais,Inhaúma,93.58,96.29,98.65,99.81,9.14,20.37,19.67,10.04
2010,Minas Gerais,Inimutaba,82.88,94.49,97.6,99.34,13.32,12.33,9.44,5.49
2010,Minas Gerais,Ipaba,95.27,97,98.68,98.43,12.67,20.17,16.72,11.56
2010,Minas Gerais,Ipanema,89.49,98.57,98.57,99.19,15.06,14.14,13.12,3.76
2010,Minas Gerais,Ipatinga,98.14,98.72,99.85,99.93,5.3,13.68,11.67,5
2010,Minas Gerais,Ipiaçu,99.57,99.92,100,100,16.92,13.93,10.86,5.21
2010,Minas Gerais,Ipuiúna,86.22,99.06,99.34,99.76,12.65,22.67,20.51,11.08
2010,Minas Gerais,Iraí de Minas,89.02,97.13,99.41,100,9.21,16.88,17.04,6.14
2010,Minas Gerais,Itabira,95.94,96.96,98.69,99.81,6.69,16.9,13.81,8.45
2010,Minas Gerais,Itabirinha,94.43,95.99,96.72,99.47,21.79,27.61,26.73,16.09
2010,Minas Gerais,Itabirito,94.41,99.38,99.21,99.94,4.23,19.19,14.52,5.75
2010,Minas Gerais,Itacambira,64.69,69.12,89.06,96.27,17.5,19.47,18.3,8.52
